;danceability;energy;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;id;duration_ms
1186;0.632;0.59;-10.206;0.0305;0.346;0.0;0.24;0.953;130.287;5c33j1xFVOL4G24zxYhssB;172733
1187;0.556;0.57;-9.472;0.0393;0.0118;0.000526;0.198;0.304;126.01;6rLqjzGV5VMLDWEnuUqi8q;165227
1188;0.195;0.483;-4.991;0.03;0.465;0.497;0.0686;0.173;84.71;6L5BZEcZmD6RBJnimzlyKr;269107
1189;0.595;0.885;-7.688;0.0518;0.0744;0.534;0.0844;0.643;137.243;1uBsu3PbD2909UBIfEMLvK;222933
1190;0.594;0.889;-7.775;0.246;0.768;0.0;0.124;0.8;116.187;1zW2csx1vVJrKfvDrFQNVt;221704
1191;0.653;0.149;-17.866;0.0392;0.867;0.000983;0.0986;0.481;130.359;7znjbX9XdoQayIrVNdd50Z;320253
1192;0.42;0.398;-9.13;0.0296;0.755;0.000537;0.172;0.364;88.897;0sjxRg1VlYfx4YG7uxurrq;155027
1193;0.438;0.349;-15.569;0.038;0.338;5.7e-05;0.417;0.683;124.984;1jcPcDu2YawPfLhwjYnqK2;163587
1194;0.423;0.681;-9.756;0.0398;0.0592;0.000177;0.0889;0.56;110.461;7AzFID6u1b3zIWbd9pb8Dk;160307
1195;0.473;0.434;-10.02;0.0257;0.701;0.0;0.628;0.711;94.814;7ngRS53kqxLcEt9Pythc5d;150000
1196;0.487;0.464;-9.821;0.03;0.0666;0.00531;0.105;0.851;121.242;1GLmaPfulP0BrfijohQpN5;169933
1197;0.471;0.021;-24.385;0.0366;0.931;1.19e-06;0.103;0.356;107.796;3zpj9dvJABiyMrmLCPw6i8;164573
1198;0.607;0.142;-23.455;0.0382;0.843;0.000197;0.121;0.305;118.867;4K1imZQQ0yKtJ40vGmUajS;220400
1199;0.574;0.507;-11.343;0.0258;0.228;4.57e-06;0.279;0.514;101.085;5ZoDwIP1ntHwciLjydJ8X2;173307
1200;0.471;0.585;-6.105;0.0822;0.786;0.0;0.811;0.655;150.719;6EAlFsajDK1PVgfhdJbS5Y;169747
1201;0.721;0.567;-9.516;0.0389;0.221;0.0;0.465;0.914;116.643;2oZmMp5M6L0Rh7G84Um2tF;167067
1202;0.785;0.776;-5.259;0.0312;0.729;0.0;0.181;0.967;121.505;6jX5mso4x00c1EiNMrTU9U;148040
1203;0.66;0.583;-7.361;0.0512;0.282;0.0;0.0553;0.941;125.44;48ZjHLkaHpXIlGGYUlb3bZ;144147
1204;0.587;0.133;-15.151;0.0565;0.186;2.26e-05;0.258;0.068;102.938;36AlMHDBFwSsD3FQOy1R81;201733
1205;0.412;0.782;-9.186;0.058;0.308;0.00822;0.0775;0.705;96.732;4u9f8hqstB7iITDJNzKhQx;198707
1206;0.433;0.174;-18.791;0.0537;0.982;0.101;0.111;0.366;95.802;4JLcAU2xY90qTkTSNM1lUa;162447
1207;0.75;0.444;-8.63;0.0403;0.12;3.69e-06;0.118;0.849;111.919;4NRQwaks9r58tTDvr4iEyv;157160
1208;0.523;0.803;-5.189;0.045;0.583;0.0;0.0948;0.898;132.3;4Wzt8Dm4xpO3LjWDecP4bA;145293
1209;0.527;0.308;-11.809;0.0284;0.551;4.25e-05;0.0921;0.514;136.297;25IiJu0DjOqsnQXgNHWp5i;160865
1210;0.453;0.658;-13.472;0.0539;0.741;0.0288;0.135;0.761;203.871;7jGzYUZ2Bgg8BDfYlQRfn8;155333
1211;0.623;0.709;-9.818;0.0636;0.102;0.0;0.0967;0.948;122.394;0iA3xXSkSCiJywKyo1UKjQ;165381
1212;0.521;0.487;-7.525;0.0299;0.253;0.0;0.0579;0.483;117.072;6iGU74CwXuT4XVepjc9Emf;173040
1213;0.74;0.322;-9.26;0.0399;0.551;0.000763;0.17;0.629;102.889;5zQyqgNXKzhifkivumzxDS;175853
1214;0.601;0.84;-3.828;0.0509;0.0232;0.0;0.0569;0.896;130.811;691Wr3tOjDqic3OTPLouX3;145311
1215;0.632;0.686;-6.116;0.0395;0.437;0.0;0.193;0.65;121.414;3aCbwWCYCT3MJjZeUnlcp4;166027
1216;0.512;0.69;-6.969;0.0249;0.162;0.0;0.167;0.417;107.839;5nrmGFJ87crVoJF5xdRqwn;194216
1217;0.515;0.623;-5.597;0.036;0.359;0.0;0.274;0.643;64.253;0obIo2GEab6qqms6t3JaMY;143627
1218;0.259;0.241;-15.955;0.042;0.554;6.62e-06;0.0849;0.275;178.453;6dfhF1BDGmhM69fnCb6wSC;215293
1219;0.451;0.818;-8.124;0.0439;0.135;2.92e-05;0.052;0.755;124.532;5qBqBdfTEIWJwAS0Jm2F5R;229360
1220;0.684;0.481;-12.59;0.0384;0.475;6.57e-05;0.118;0.784;115.078;6FRwDxXsvSasw0y2eDArsz;250000
1221;0.502;0.333;-10.914;0.0264;0.699;0.0;0.222;0.729;96.982;6QyQmdvQ1ywNccYa0pwLNQ;174360
1222;0.514;0.624;-9.287;0.0842;0.513;0.00517;0.307;0.755;166.726;3VgrSJEKBRT3xmwzpaxxEF;163053
1223;0.506;0.442;-13.268;0.0276;0.0869;0.00239;0.0846;0.532;105.826;11607FzqoipskTsXrwEHnJ;175893
1224;0.409;0.172;-16.44;0.0389;0.922;0.00112;0.111;0.352;132.151;2L93TdW2GMue1H2zlkt30F;229293
1225;0.512;0.303;-13.547;0.0374;0.57;0.0;0.0803;0.629;102.908;4VijLEUxHEzbWKYL5u9wuN;149627
1226;0.57;0.529;-10.769;0.028;0.377;0.00509;0.203;0.934;123.273;0PkBTqRtN25z3oKasWoKlj;145533
1227;0.671;0.373;-18.064;0.0323;0.257;8.01e-05;0.0481;0.732;92.718;2374M0fQpWi3dLnB54qaLX;295893
1228;0.743;0.836;-6.465;0.116;0.0804;0.0;0.384;0.82;113.375;39shmbIHICJ2Wxnk1fPSdz;188987
1229;0.692;0.711;-7.498;0.0317;0.225;0.0;0.12;0.875;125.135;1TfqLAPs4K3s2rJMoCokcS;216933
1230;0.66;0.629;-12.359;0.0387;0.432;7.3e-05;0.172;0.324;111.926;2v7ywbUzCgcVohHaKUcacV;340867
1231;0.502;0.305;-16.011;0.0339;0.484;3.55e-06;0.117;0.248;131.242;6yJxCltgtmGxIgKOS6ndnu;291400
1232;0.575;0.643;-8.854;0.0331;0.136;1.65e-06;0.249;0.789;152.854;5WDLRQ3VCdVrKw0njWe5E5;300107
1233;0.701;0.944;-2.986;0.0455;0.0755;0.0;0.601;0.792;128.993;5zA8vzDGqPl2AzZkEYQGKh;197707
1234;0.573;0.902;-7.638;0.054;0.018;0.00125;0.0928;0.876;84.412;2WfaOiMkCvy7F5fcp2zZ8L;225280
1235;0.709;0.824;-8.824;0.0453;0.207;0.000307;0.0888;0.867;118.818;2tUBqZG2AbRi7Q0BIrVrEj;291293
1236;0.685;0.858;-6.496;0.0348;0.104;0.000119;0.147;0.692;92.305;2u8MGAiS2hBVE7GZzTZLQI;229467
1237;0.92;0.654;-3.051;0.0401;0.0236;0.0153;0.036;0.847;117.046;5ChkMS8OtdzJeqyybCc9R5;293827
1238;0.62;0.573;-11.893;0.0423;0.271;0.0;0.0607;0.897;81.548;0ikz6tENMONtK6qGkOrU3c;231333
1239;0.539;0.583;-4.935;0.0275;0.108;0.0;0.111;0.337;86.063;5JvsxPAHsGxwNq4xto2HtM;328093
1240;0.71;0.799;-4.897;0.0328;0.22;0.000602;0.349;0.725;120.372;4y1LsJpmMti1PfRQV9AWWe;238267
1241;0.31;0.7;-5.678;0.047;0.011;0.00965;0.0828;0.763;188.386;08mG3Y1vljYA6bvDt4Wqkj;255493
1242;0.64;0.852;-8.119;0.0345;0.0243;1.82e-06;0.0497;0.793;122.902;37Q5anxoGWYdRsyeXkkNoI;246520
1243;0.82;0.452;-9.796;0.0348;0.543;0.00294;0.0714;0.74;117.401;1JSTJqkT5qHq8MDJnJbRE1;253920
1244;0.5;0.748;-9.072;0.0363;0.127;0.0;0.447;0.514;118.852;4bHsxqR3GMrXTxEPLuK5ue;250987
1245;0.917;0.588;-11.047;0.0607;0.195;0.0;0.0914;0.828;110.077;1mCsF9Tw4AkIZOjvZbZZdT;184480
1246;0.7;0.781;-8.255;0.0507;0.0874;0.00342;0.059;0.385;108.695;4BFMQ15vXr626UOoZL8bUI;289067
1247;0.654;0.743;-7.44;0.0605;0.0125;0.0272;0.153;0.632;114.846;3ix6K4wZY29bCujrSznwFZ;457676
1248;0.721;0.939;-11.823;0.0376;0.115;3.79e-05;0.108;0.914;113.309;4cOdK2wGLETKBW3PvgPWqT;213573
1249;0.431;0.723;-5.887;0.0568;0.145;0.0;0.374;0.19;130.141;7wuJGgpTNzbUyn26IOY6rj;267360
1250;0.783;0.836;-9.223;0.0486;0.396;0.0236;0.135;0.831;108.966;5zWZ9iNevP0397xB3jWV2z;222667
1251;0.681;0.893;-8.485;0.0378;6.47e-05;0.383;0.0626;0.951;130.475;31MOjWj3CT3dCQsMV2b8Wu;244720
1252;0.712;0.549;-9.484;0.0254;0.011;0.0;0.118;0.552;109.882;31H6au3jhblhr6MMJiXnCq;251067
1253;0.762;0.8;-6.244;0.0449;0.027;5.83e-05;0.17;0.9;138.823;52xaypL0Kjzk0ngwv3oBPR;258267
1254;0.776;0.763;-8.124;0.0534;0.182;0.00647;0.077;0.82;128.433;0qxYx4F3vm1AOnfux6dDxP;280000
1255;0.437;0.94;-6.946;0.0426;0.0524;0.000573;0.222;0.48;151.417;4NnWuGQujzWUEg0uZokO5M;212013
1256;0.677;0.616;-13.826;0.032;0.458;0.0132;0.349;0.851;114.223;2aEuA8PSqLa17Y4hKPj5rr;226333
1257;0.726;0.449;-9.206;0.0286;0.487;1.34e-06;0.0824;0.294;130.388;7o9uu2GDtVDr9nsR7ZRN73;241333
1258;0.616;0.685;-15.289;0.04;0.0245;1.13e-05;0.0491;0.895;150.055;5Hyr47BBGpvOfcykSCcaw9;348333
1259;0.748;0.414;-15.15;0.0405;0.069;0.0671;0.336;0.239;97.646;3BZGi1yUqQyCNC868AqUGG;286160
1260;0.415;0.38;-8.252;0.0423;0.33;7.68e-05;0.148;0.102;114.735;380F1BfICubTjK77XhIPOR;324627
1261;0.887;0.48;-11.994;0.117;0.0094;3.58e-05;0.0662;0.607;95.846;0HEmnAUT8PHznIAAmVXqFJ;193200
1262;0.28;0.908;-5.509;0.109;0.0327;8.85e-06;0.18;0.26;118.698;5XcZRgJv3zMhTqCyESjQrF;270080
1263;0.398;0.952;-6.042;0.061;0.000373;7.75e-05;0.1;0.584;122.093;0dOg1ySSI7NkpAe89Zo0b9;278680
1264;0.489;0.483;-9.466;0.0275;0.42;0.0028;0.236;0.333;136.822;4S1VYqwfkLit9mKVY3MXoo;226706
1265;0.766;0.772;-9.362;0.0353;0.403;0.0584;0.183;0.919;128.168;0qi4b1l0eT3jpzeNHeFXDT;220893
1266;0.817;0.599;-9.249;0.0328;0.132;0.000311;0.0873;0.548;108.873;2KH16WveTQWT6KOG9Rg6e2;245640
1267;0.527;0.942;-5.64;0.0366;0.0115;0.0;0.188;0.495;148.723;7FwBtcecmlpc1sLySPXeGE;241307
1268;0.529;0.843;-6.908;0.0616;0.0628;0.000827;0.0608;0.188;117.662;3MrRksHupTVEQ7YbA0FsZK;310333
1269;0.661;0.552;-12.385;0.0337;0.214;0.0;0.206;0.928;92.056;3XDeeP9wBZzGhIPZmLfEEx;252760
1270;0.554;0.783;-5.852;0.0457;0.416;1.54e-06;0.631;0.813;105.39;4w3tQBXhn5345eUXDGBWZG;162467
1271;0.853;0.981;-3.947;0.0751;0.247;0.468;0.306;0.595;118.193;2bCQHF9gdG5BNDVuEIEnNk;257760
1272;0.554;0.963;-3.762;0.035;0.000244;0.0702;0.431;0.918;128.175;1ChulFMnwxoD74Me8eX2TU;195147
1273;0.439;0.422;-17.227;0.0409;0.0148;4.84e-05;0.0697;0.551;81.833;7G7tgVYORlDuVprcYHuFJh;236933
1274;0.751;0.501;-12.151;0.0551;0.234;0.112;0.0467;0.902;167.057;4o6BgsqLIBViaGVbx5rbRk;190627
1275;0.286;0.5;-14.281;0.0357;0.134;4.57e-05;0.108;0.443;99.162;78FHUZRbFDCG6VkRAQdFLm;343933
1276;0.564;0.911;-5.39;0.0536;0.159;4.36e-05;0.118;0.582;173.938;4YR6Dextuoc3I8nJ0XgzKI;226293
1277;0.659;0.846;-5.508;0.0274;0.0318;0.0144;0.203;0.659;107.01;2PFIZFcGry0po3ZfRZkzKc;354636
1278;0.638;0.988;-5.042;0.0921;0.0302;1.16e-05;0.371;0.723;117.955;3YVPpVJvJG2EauXurPA90F;220880
1279;0.513;0.262;-16.875;0.0276;0.313;5.51e-06;0.456;0.357;108.383;7dQC53NiYOY9gKg3Qsu2Bs;243000
1280;0.533;0.783;-10.61;0.0366;0.0116;0.0565;0.186;0.726;124.874;07ABETRdek3ACMpRPvQuaT;234907
1281;0.832;0.544;-12.697;0.0442;0.201;0.000139;0.632;0.928;119.49;5tdKaKLnC4SgtDZ6RlWeal;275533
1282;0.365;0.513;-13.034;0.0357;0.0208;0.000147;0.205;0.739;80.647;37BTh5g05cxBIRYMbw8g2T;331200
1283;0.712;0.967;-5.206;0.047;0.0771;0.0;0.356;0.895;145.024;3Cx4yrFaX8CeHwBMReOWXI;287733
1284;0.742;0.883;-3.419;0.0329;0.333;7.51e-06;0.0964;0.978;136.506;22sLuJYcvZOSoLLRYev1s5;240280
1285;0.764;0.887;-3.726;0.0744;0.0816;0.00011;0.847;0.72;118.427;7azo4rpSUh8nXgtonC6Pkq;358053
1286;0.688;0.684;-5.181;0.032;0.0757;0.000832;0.0441;0.96;119.193;28XDE6yXI6Bp4U3nLSGqzp;256147
1287;0.649;0.618;-10.728;0.0265;0.596;1.46e-06;0.192;0.667;114.688;6r20M5DWYdIoCDmDViBxuz;210267
1288;0.66;0.816;-6.61;0.0299;0.168;0.0181;0.0608;0.678;111.346;3fH4KjXFYMmljxrcGrbPj9;263040
1289;0.778;0.719;-9.698;0.0345;0.0123;0.0262;0.297;0.729;115.4;569uHYIB0X324FZOBEhvit;239133
1290;0.584;0.897;-6.485;0.0359;0.297;0.0329;0.7;0.577;106.075;0T57cTUpYpvSvZ3GowBuTP;287840
1291;0.746;0.79;-4.7;0.0257;0.0485;0.0261;0.0534;0.891;107.231;46RVKt5Edm1zl0rXhPJZxz;220867
1292;0.691;0.812;-7.772;0.0558;0.0433;1.16e-06;0.299;0.685;127.568;39lSeqnyjZJejRuaREfyLL;220627
1293;0.636;0.264;-14.567;0.0263;0.593;4.22e-05;0.275;0.264;99.304;1lx8ddGT5wCD6W2xmLeRKG;238467
1294;0.753;0.427;-11.112;0.0387;0.00787;0.00065;0.058;0.295;119.18;1CtAzw53AIXKjAemxy4b1j;255680
1295;0.513;0.591;-6.407;0.0274;0.405;0.0;0.126;0.173;130.167;4jh9olf0OKCokpzxSyLeJx;287600
1296;0.643;0.802;-4.92;0.0227;0.0299;0.0;0.0719;0.53;95.99;3X7uFMzJrEE0sxn62qd8Ch;270333
1297;0.798;0.747;-5.034;0.0485;0.139;0.0;0.0962;0.749;124.286;7tJm0Kl0FBobXB011e82sN;192867
1298;0.637;0.333;-9.603;0.0262;0.181;0.0;0.147;0.588;84.347;5DH7nDryMhpixm4G4B7RP9;217907
1299;0.455;0.142;-27.645;0.0581;0.995;0.865;0.114;0.8;79.171;0bfWE7EdC2z27O75fTkBS8;300960
1300;0.315;0.211;-22.835;0.0384;0.982;0.924;0.147;0.647;120.39;51xHvAUYQfhY29GcGlBM0n;294467
1301;0.492;0.136;-18.839;0.0463;0.948;0.893;0.0726;0.445;135.786;1VYOAY7yevYbOj3AFupzSu;351493
1302;0.313;0.144;-17.316;0.0368;0.944;0.92;0.181;0.303;145.162;7kwCAXd0GeQvWvfTgCjaNX;244560
1303;0.416;0.174;-16.689;0.0353;0.943;0.916;0.118;0.198;109.35;5sKh1XrJIs4LpmGXeaqBbd;451333
1304;0.485;0.199;-20.257;0.0372;0.992;0.913;0.13;0.628;135.792;7yNpwDYv87iAqHvPVRTenH;197867
1305;0.164;0.0785;-21.377;0.0327;0.979;0.13;0.132;0.047;147.057;4ATc4is1rQb7PgKqtOdDnR;170427
1306;0.323;0.0346;-22.295;0.0444;0.937;0.828;0.097;0.211;143.341;7JAX6pO5DuIXQC68mCO6H8;363973
1307;0.382;0.158;-20.189;0.0416;0.974;0.516;0.186;0.443;86.059;6giz82ama99FWnAzbC6sV2;423027
1308;0.296;0.0897;-20.299;0.0383;0.99;0.935;0.0755;0.0597;165.064;7GhvAFbi2TLLmfTLHPEK0f;157323
1309;0.442;0.00919;-32.452;0.047;0.984;0.936;0.0873;0.0929;79.314;1VNvsvEsUpuUCbHpVop1vo;273667
1310;0.25;0.318;-15.605;0.0411;0.956;0.897;0.0976;0.188;98.171;2ygeBLTP9uu3OW3VTulD8N;442000
1311;0.423;0.0315;-26.719;0.0401;0.987;0.932;0.0924;0.165;69.549;0Apfja29i6OUGVQCkNWUdb;228445
1312;0.278;0.00245;-41.53;0.0497;0.995;0.881;0.114;0.293;139.161;630zE7N1xPxdK2Zz4S3rPA;403333
1313;0.407;0.0158;-30.815;0.0549;0.995;0.946;0.0883;0.208;68.755;15PLgDPlvbouRLZXUjjvNS;165494
1314;0.388;0.00843;-31.898;0.054;0.994;0.919;0.0861;0.179;114.314;06toQgrXfTjsOtlrZLAMjd;453267
1315;0.37;0.0403;-38.422;0.0577;0.99;0.869;0.114;0.202;95.081;4EcfLTsdCLKFGfzHvHIk39;129706
1316;0.247;0.0383;-22.76;0.0363;0.955;0.714;0.108;0.136;108.252;5UbN3fe9OB1p5KwjgUAHD4;758267
1317;0.237;0.0761;-31.951;0.0597;0.977;0.936;0.129;0.153;144.221;6OjNv9YSm0oyEI8GRzYgHe;234413
1318;0.261;0.00746;-34.733;0.0542;0.995;0.955;0.105;0.062;180.764;2zExp0TMKzbEkssEDJ7uf2;314187
1319;0.508;0.00721;-40.809;0.0602;0.996;0.932;0.0793;0.567;80.157;3SjHi0Eg7rBi45M7Z5xcr1;125590
1320;0.272;0.0628;-22.413;0.0496;0.981;0.519;0.108;0.102;124.685;2S3qN8s6dS8QR5PthnqI2P;393253
1321;0.317;0.00294;-43.384;0.0558;0.993;0.913;0.0936;0.226;134.335;4U2At2TloSr7XrpKTXrGYf;144355
1322;0.208;0.0298;-25.588;0.0381;0.987;0.929;0.09;0.0392;81.449;5KLXBrAC16lWoC66kxU7hf;503556
1323;0.194;0.0519;-29.955;0.044;0.995;0.874;0.114;0.0631;140.999;4wVw87kZttYfS1VnteoSv7;147907
1324;0.258;0.0617;-25.764;0.0399;0.966;0.698;0.309;0.265;95.284;3GLLowmxDIVQBYJJR5YRBz;170333
1325;0.247;0.0451;-30.641;0.0467;0.993;0.93;0.0998;0.329;95.926;6fsrI0v5fFoKxBwLylvgmp;130570
1326;0.205;0.0467;-23.25;0.0458;0.99;0.865;0.1;0.0975;66.073;6Q11it7GH2FsBQ4v8Xsy2M;1248040
1327;0.312;0.0339;-35.075;0.0567;0.983;0.845;0.0949;0.0377;120.754;3NnxE7YROv1bJtjy6DpfYF;144149
1328;0.261;0.0149;-27.528;0.0419;0.992;0.897;0.102;0.0382;75.296;2d6ml9Qkx8r4EjuUyrdpRV;286987
1329;0.285;0.0576;-28.65;0.0571;0.993;0.922;0.0762;0.0643;116.656;6abPvQYWdVCijF2t5QAsrI;192298
1330;0.334;0.00732;-30.908;0.0355;0.991;0.952;0.0968;0.0964;60.171;64LTn5fTsPR0QLy7bVYl9w;241987
1331;0.22;0.0438;-27.237;0.0564;0.993;0.928;0.0883;0.3;175.474;2CAGuBeuLWcs2H1eXnkCyu;145362
1332;0.499;0.351;-11.509;0.0448;0.951;9.94e-05;0.118;0.616;90.664;28XMNc5If5BmJWYDU42gkw;235947
1333;0.387;0.0138;-33.507;0.069;0.99;0.943;0.0921;0.108;126.831;2jWo7Jaul9xyQtvTIJfUme;212061
1334;0.205;0.129;-18.197;0.0595;0.968;0.946;0.101;0.296;136.871;2gMCNoPiMjuVMmzQRlOXMV;170000
1335;0.41;0.0095;-39.913;0.083;0.994;0.952;0.101;0.0773;76.499;6WBQmXDBrSmtTCzFs7guhx;130220
1336;0.335;0.0287;-27.4;0.041;0.991;0.888;0.0874;0.0371;67.446;6mfmrVSe5Cm7cvsNwW6uJk;328000
1337;0.366;0.0158;-28.865;0.0572;0.994;0.912;0.0865;0.129;111.816;0T9RortB0TcBVLEGbvbw43;158511
1338;0.377;0.1;-19.301;0.0763;0.983;0.102;0.0488;0.458;167.313;0YswyaiOtSU9ON1GNTcbPb;262000
1339;0.323;0.122;-27.594;0.0613;0.984;0.93;0.0948;0.0839;142.645;6gSmzwTXsmbT01P1kZztcM;139568
1340;0.463;0.155;-17.164;0.044;0.877;0.261;0.105;0.222;122.437;1qpKMLztFXlRFSlGhjj1dZ;301720
1341;0.457;0.0399;-37.036;0.0634;0.996;0.933;0.13;0.929;125.944;0pKFBjiyiDsp8iUSaBKZD0;133837
1342;0.23;0.0487;-27.675;0.0412;0.986;0.945;0.0679;0.101;134.839;0H2VhGUC3P3hvwz8rdGIpC;203656
1343;0.313;0.082;-21.063;0.0334;0.935;0.849;0.335;0.18;92.554;16i2ij3Q3tqSpZjHXbTDXW;303173
1344;0.318;0.149;-26.196;0.0609;0.992;0.909;0.32;0.299;185.287;33VMQ5tXJjjuDmOBklNWbd;159579
1345;0.191;0.0317;-35.616;0.0407;0.984;0.888;0.0974;0.142;135.974;1mlLOJXeUrwviYpUHYeZE8;150733
1346;0.292;0.122;-19.948;0.0711;0.992;0.937;0.0763;0.161;87.98;6BdzY0KTVSqMNa2b8K4h8u;148160
1347;0.307;0.0515;-28.493;0.0324;0.708;0.631;0.42;0.154;128.056;5xm20JNLHy9vUVrnmZS6Uj;125533
1348;0.415;0.0259;-35.758;0.0522;0.993;0.927;0.108;0.272;115.189;6H3SpsuoDamiAYDP1LmyMa;147964
1349;0.235;0.365;-13.863;0.0356;0.927;0.907;0.17;0.126;91.187;63ZSow0dnUhOr175IbNZa2;183667
1350;0.444;0.00569;-40.304;0.0821;0.994;0.927;0.0965;0.331;113.19;1PiyqAhu2dWBQJXH8wf7BG;161917
1351;0.203;0.0851;-22.127;0.049;0.989;0.925;0.113;0.0395;88.582;5qBAwcxsWVduQPum2AQZhT;317831
1352;0.267;0.0076;-37.451;0.0567;0.99;0.946;0.0907;0.085;81.041;2lA28JCS73TWBfLbXeaWyi;367820
1353;0.331;0.00922;-30.88;0.041;0.993;0.953;0.102;0.0713;132.883;503fwzlbWHx5g0CqlU9Giu;242587
1354;0.181;0.0281;-32.857;0.0482;0.996;0.9;0.0798;0.234;145.572;1qPjR9QOif2p0Xr7XIeZQv;206217
1355;0.262;0.154;-18.786;0.036;0.927;0.795;0.194;0.121;107.159;1nPHuiD55BwCjJeUBxDsHd;384200
1356;0.277;0.012;-38.409;0.0568;0.989;0.948;0.125;0.0894;102.555;1rgBKqX1yXF2uypE9uZuKm;183663
1357;0.279;0.00461;-36.886;0.0439;0.989;0.982;0.0638;0.039;69.813;24cgBBhZD1cWekUqaYuqTB;181547
1358;0.405;0.0405;-27.028;0.053;0.995;0.961;0.113;0.195;73.915;58nFR7JSNruDFWKn1Re3n2;193543
1359;0.137;0.0326;-29.102;0.0379;0.928;0.916;0.162;0.0755;82.805;7F0TGSmNn87tqm4tB81m4U;315933
1360;0.162;0.00609;-38.979;0.0621;0.993;0.94;0.101;0.0867;72.028;5adbW7QrN3BtHidSsTsJvr;188950
1361;0.159;0.0291;-27.574;0.0343;0.978;0.937;0.0971;0.0966;174.922;1hqhfsPSftPIaXjtcGYF1N;435000
1362;0.334;0.00331;-42.805;0.0485;0.987;0.936;0.0755;0.0714;94.776;0rgokVc9gzitIOKO1oNA6A;147509
1363;0.588;0.237;-18.257;0.0373;0.94;0.941;0.334;0.54;78.723;0T5p4InF1JeJBYHVU5xvJz;133600
1364;0.23;0.0187;-30.773;0.0565;0.996;0.915;0.085;0.149;171.174;6oTFNoTcKDJLf1nW81hkhw;161050
1365;0.371;0.00593;-32.075;0.0469;0.993;0.911;0.0699;0.0384;135.297;3aflqY3isjShFUHoiS1QbR;330840
1366;0.415;0.0119;-36.721;0.0492;0.99;0.908;0.0969;0.201;111.459;4W41cO7iksrSuuWEgmikAU;268549
1367;0.0769;0.0846;-25.997;0.045;0.922;0.929;0.113;0.0586;176.329;0DqFXzLtKkj9JO421NJpl1;363253
1368;0.287;0.125;-31.537;0.0598;0.987;0.918;0.143;0.113;92.836;5FMcCBGPvas0mWPEaSvsGp;141781
1369;0.126;0.204;-16.095;0.0373;0.924;0.918;0.115;0.053;73.59;1TQ2UYCN7nhfj3cfcFC76V;183000
1370;0.218;0.00818;-41.151;0.0462;0.995;0.929;0.0643;0.502;91.111;112msrPs9Aw1pLzXMo08aZ;137638
1371;0.346;0.108;-22.473;0.0395;0.993;0.922;0.0813;0.158;129.55;2kAdK72mjmKiAxfAMGgXBU;602176
1372;0.23;0.003;-39.211;0.0485;0.985;0.906;0.0831;0.284;117.989;5cngrSHUEUFq3RfbrBoVCn;174271
1373;0.0746;0.0327;-27.191;0.0412;0.959;0.886;0.087;0.0504;75.083;7lY6qt63y0Ag5lpHMVglLo;403333
1374;0.243;0.0281;-38.251;0.0756;0.99;0.968;0.0852;0.343;174.894;4Ki4BOA93li4d4XgpzkNHe;120939
1375;0.25;0.318;-15.605;0.0411;0.956;0.897;0.0976;0.188;98.171;2ygeBLTP9uu3OW3VTulD8N;442000
1376;0.317;0.0279;-35.828;0.0651;0.991;0.91;0.0597;0.103;118.56;4K1BAexgAFOBSqYEMNFdJ4;189303
1377;0.42;0.0876;-28.052;0.0425;0.995;0.9;0.102;0.278;82.496;5xVcnhVL0AwcOgbpuxTu6W;266213
1378;0.356;0.0311;-39.484;0.0716;0.995;0.963;0.069;0.273;137.544;5u6NUxGJhcax9KAICKpuoC;179856
1379;0.393;0.0152;-30.793;0.0437;0.995;0.906;0.075;0.164;75.084;1hX3yoGAJypm6dMMWLoyKo;161293
1380;0.255;0.0191;-34.261;0.049;0.977;0.916;0.0827;0.0445;127.619;051ygrv9q98hsBlpXEqoKc;168669
1381;0.425;0.00472;-37.89;0.0479;0.996;0.953;0.0985;0.484;81.93;4nd6FMCfNFWkbi2dnsf5I3;190560
1382;0.299;0.00851;-40.327;0.0483;0.992;0.941;0.0733;0.167;94.831;6RujBUK8y2JOglclbGXMmu;147708
1383;0.074;0.0216;-25.086;0.0392;0.938;0.94;0.15;0.042;77.614;7Br8VQqZs2KJESjzCTfezZ;368933
1384;0.39;0.0065;-40.832;0.0714;0.994;0.918;0.0937;0.334;120.878;6GufogokbUs5f22d0qoVMz;120196
1385;0.07;0.0724;-25.949;0.0404;0.946;0.896;0.286;0.0369;75.518;0H3JiNc4CGnFVwMqWvACmO;327600
1386;0.348;0.00506;-39.187;0.0512;0.995;0.956;0.0809;0.205;70.854;07tr9sMoj29B8NgQg81y6n;148131
1387;0.326;0.0436;-30.607;0.0407;0.995;0.908;0.0997;0.458;70.121;7zv2BCCUu8bwd9fo9BA8IK;248293
1388;0.393;0.00687;-38.158;0.0627;0.989;0.953;0.0962;0.226;108.012;0smei17v4021sB6qnO0ZFn;156065
1389;0.149;0.101;-19.935;0.0342;0.984;0.917;0.184;0.0486;79.567;4Lpe7VxL34rcMnpfOwoqOI;202000
1390;0.297;0.00649;-39.296;0.0871;0.994;0.938;0.0973;0.334;206.95;5rJyY7mxCo7oJ9D76TFuCl;195006
1391;0.335;0.0118;-23.89;0.0406;0.992;0.933;0.085;0.0805;91.146;5wDBBKEIiDYwPQj4SpbBPI;290933
1392;0.298;0.0279;-32.497;0.0412;0.995;0.818;0.153;0.269;133.232;3z5FeBjjvMTA3biFKrai5M;91869
