;danceability;energy;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;id;duration_ms
497;0.817;0.772;-3.14;0.308;0.0237;1.91e-05;0.12;0.373;87.507;3fMjEo9f2Dyu7S9r6pgDkh;252708
498;0.635;0.913;-3.81;0.0926;0.0242;0.857;0.228;0.264;170.028;5SdtedbxBUmrFS8Rza2B64;369302
499;0.643;0.873;-6.829;0.04;0.00418;0.0545;0.0855;0.836;91.494;6L2XPKdhnKAtyNeMbginY4;304293
500;0.557;0.811;-3.951;0.0441;7.7e-05;0.903;0.79;0.332;173.926;4wGSOHmdds6JaIGmgeLVEb;258460
501;0.562;0.946;-0.219;0.0477;0.000639;0.865;0.186;0.379;174.01;14rPOwL5gxXghyJtM1JCJy;253793
502;0.746;0.861;-3.002;0.0953;0.00129;0.572;0.156;0.386;176.023;1qCDEbZGzBLOoBE7Z7x5U9;339545
503;0.611;0.947;-2.807;0.133;0.143;0.435;0.296;0.399;175.01;79gSJdhXp0r1vWw1Re3kex;268800
504;0.534;0.916;-9.086;0.0869;0.0068;0.933;0.26;0.447;159.903;0gOwzDYgwfXHd8Cb3yWYjd;371294
505;0.637;0.976;-1.061;0.0914;0.00043;0.198;0.107;0.407;175.997;7ps9nveGqxcCMgzmlkZPVm;338288
506;0.589;0.995;-3.397;0.0704;0.00021;0.0075;0.0859;0.72;175.008;3s4pcZaoXZ0PH0sTwGPmc0;261943
507;0.684;0.94;-4.461;0.0429;0.000135;0.0211;0.0454;0.679;87.511;6BFghEk5qXAEV0j4V1I2hv;266057
508;0.836;0.753;-4.229;0.311;0.000413;0.0312;0.0382;0.747;86.511;676nUiNy57AwQwqCoZgIQh;313526
509;0.688;0.937;-0.767;0.371;0.317;0.0;0.266;0.367;175.002;3wOaWWJ10JFBEYFAZDknCV;222857
510;0.867;0.865;-1.979;0.0583;0.0151;0.0527;0.0682;0.344;87.497;4doNhirhB4PwCK5aGlMI6B;330000
511;0.686;0.955;0.196;0.0465;0.00165;0.414;0.154;0.367;87.5;74jrWagytptonwEtnEQ7BX;266068
512;0.692;0.952;-2.537;0.303;0.00527;0.246;0.359;0.455;174.019;4Vxcow7GMbWsXGcp5tkaL2;254788
513;0.48;0.701;-3.91;0.279;0.0423;0.000581;0.0844;0.163;175.054;1ZqphqGxPtEoDepGJ457hD;226286
514;0.57;0.942;-2.836;0.0589;0.00242;0.78;0.239;0.256;174.054;0BEfoxylvDasoPotR4kiKC;299311
515;0.695;0.995;-0.632;0.0747;0.00294;0.802;0.0525;0.648;175.004;4LAi2VYTANEIMpaRfTbJDY;268800
516;0.643;0.981;-3.456;0.273;0.000258;0.00422;0.328;0.375;88.441;25mSUuCtgPDm9v1qkw9nXU;326635
517;0.59;0.748;-4.458;0.0413;0.00161;0.0255;0.353;0.158;87.426;3hoHkAFUVNsxxpuGLvf9bV;287214
518;0.76;0.939;-4.652;0.275;0.0102;0.0242;0.327;0.373;87.492;6auGDZB1gZL7vAEnliYbGU;274651
519;0.649;0.941;-2.466;0.0605;0.0905;0.000881;0.102;0.908;174.029;0mFf9f9u0qjXq7eJDZCWDF;169009
520;0.672;0.932;-2.334;0.111;1.49e-05;0.419;0.128;0.676;175.031;1DulMTZkQiIQhoyU0oT4IX;267446
521;0.437;0.919;-3.354;0.0471;0.000562;8.45e-06;0.135;0.167;175.005;6PTwoCCzthLLmeRvNqEa5Q;189011
522;0.53;0.97;-3.249;0.0433;3.38e-05;0.828;0.308;0.237;173.985;5OHbac5EEdOzgh6REjtzWp;255393
523;0.729;0.964;0.899;0.21;0.00031;0.794;0.0906;0.114;178.036;6LWyJ2l6O6o2Z2gb6igp6k;328437
524;0.423;0.964;-1.784;0.326;0.0459;0.0;0.178;0.282;86.927;1gbniVsTOu3gK0Qys0mCf1;204138
525;0.509;0.901;-5.102;0.119;0.0118;0.765;0.0678;0.194;175.092;1p5oOoRO2siPJCfhnpQlT3;356307
526;0.362;0.998;0.285;0.0876;0.002;0.661;0.389;0.514;108.792;4QVTaMNBK4okCdvIZhns2X;230345
527;0.565;0.973;-0.483;0.0606;0.00177;0.511;0.551;0.126;174.031;0EQYKTpltfgQC8WhLIfCOj;297133
528;0.685;0.695;-12.364;0.149;0.00175;0.445;0.0831;0.22;84.907;7Cfc6dhTAZJSihMsSYMyVD;342007
529;0.611;0.888;-0.737;0.0303;0.00377;0.273;0.242;0.0541;86.984;0pTPFRllyljfjmAXRhmmNl;275862
530;0.751;0.986;0.34;0.0777;0.000355;0.84;0.0443;0.358;175.094;6Sjx2LYq3fkLh85ss1KhsT;242057
531;0.691;0.859;-4.432;0.297;0.0798;7.46e-05;0.235;0.623;174.986;0jt5uOy80TdRYl1kL1wTrw;250228
532;0.578;0.884;-0.64;0.0471;0.00661;0.288;0.0785;0.227;87.497;4VXqt4SZ1C4C3UGGLmrw2e;266057
533;0.715;0.989;0.176;0.0699;0.0155;0.608;0.147;0.401;173.99;3jrToiaGyx4o553AfgoofP;226207
534;0.552;0.911;-7.305;0.0778;0.00498;0.421;0.0739;0.487;165.953;62UTBl5LVd6HOCFvT57Axt;218364
535;0.657;0.764;-4.093;0.194;0.00163;0.604;0.091;0.396;175.247;0cQwoT4p5oMO9sw7QqC8RT;274326
536;0.556;0.949;-1.508;0.0732;0.00589;0.766;0.314;0.04;174.993;1RvmCoxXbBAKMahU4oKEQN;340114
537;0.874;0.81;-3.759;0.311;0.0782;0.0137;0.84;0.547;87.482;3QOnDM8LUo1ijcIuuHuagM;230400
538;0.716;0.848;-5.133;0.352;0.0627;0.0;0.159;0.329;174.915;13Mgkz3Rk8t1XsMZ6JyIrG;204343
539;0.385;0.975;0.206;0.0904;0.000145;0.0316;0.431;0.38;173.988;6aJRtWjtwXuLzXeLnrtVbc;216638
540;0.669;0.776;-8.91;0.388;0.0244;0.117;0.454;0.412;175.044;1WNMQpJyz6U9G0rrscRQH9;292879
541;0.458;0.996;-0.587;0.0656;0.00445;0.886;0.169;0.0902;173.986;65HLjHSipFfvIU3082WFmS;264828
542;0.636;0.818;-12.989;0.0647;0.00457;0.705;0.685;0.9;87.484;17e6WGXy62u1HppJpevkZk;197486
543;0.308;0.86;-4.111;0.168;0.0116;0.000828;0.277;0.0387;171.835;53O5nAlq04RKmSBqW0SFvG;158774
544;0.646;0.976;-1.628;0.0463;0.000122;0.878;0.0979;0.297;173.997;3CoS0SuAToFAJKd3Zb4E2L;326750
545;0.513;0.799;-7.363;0.14;0.13;0.23;0.179;0.552;108.43;0wrs5ucXutScEWOhdWdGBB;166356
546;0.492;0.975;-0.356;0.0593;0.00348;0.00259;0.349;0.175;173.934;1OiynnFe6zzcaSXZEHxejW;277241
547;0.616;0.907;-1.836;0.171;0.000175;0.0505;0.211;0.287;174.979;1sEBofqdMSk9mEjCVsbWl4;219429
548;0.702;0.947;-1.622;0.278;0.00737;0.000901;0.0958;0.397;172.918;6mBHV3DGl88Gi9UPZm5J14;230335
549;0.709;0.979;-3.234;0.0712;0.00277;0.789;0.0873;0.301;172.019;1QArxeNr8ra5mNePIpkBgv;318140
550;0.818;0.992;0.469;0.234;0.00576;0.00209;0.133;0.175;87.002;3lkxxceHiIcSpyxDEztKV2;292414
551;0.768;0.631;-5.549;0.169;0.0113;0.00549;0.0857;0.366;174.023;1xVYwXV03iySEpYLefU8Iu;339310
552;0.787;0.851;-1.898;0.197;0.00897;0.512;0.0662;0.284;174.017;6yh2ByFRXuk7pVqyQgoMoE;242759
553;0.701;0.593;-7.886;0.0731;0.00332;0.85;0.25;0.16;87.006;0BGszEx4HdWCewxQwggL82;275862
554;0.684;0.81;-4.447;0.159;0.0112;0.707;0.103;0.198;174.999;5ceASQvRCcFd37jQYwGtqX;290808
555;0.706;0.471;-3.44;0.0834;0.0951;0.686;0.0852;0.136;85.95;4SplEysLOIDeSLI6xoz4om;273488
556;0.574;0.873;-2.501;0.105;0.00317;1.51e-06;0.0897;0.0986;88.384;2gYgyeYotQH82gkn0Akvee;309153
557;0.615;0.904;-1.488;0.372;0.0114;2.82e-06;0.711;0.209;176.062;1aKiG7fjZkizeT9RpSDwtp;308280
558;0.619;0.959;0.326;0.368;0.00838;0.105;0.179;0.167;173.938;2vg5YDfcWlj4eK6wPPeCyu;358732
559;0.681;0.919;-2.869;0.0682;8.33e-05;0.652;0.0721;0.456;172.038;28GuES6B6nq33i7GcU3IhU;275873
560;0.911;0.79;-2.588;0.277;0.00186;7.8e-05;0.128;0.817;90.011;1OIOaxdH8Osr6uG20wtazP;272014
561;0.745;0.837;-4.606;0.299;0.293;0.0;0.352;0.505;175.011;3qnRLQ0oitg7IpViUHNLG6;220800
562;0.76;0.688;-1.062;0.179;0.00543;1.7e-05;0.077;0.389;173.977;7Jp6M6n8PRoB2GA4zwpDBp;264838
563;0.694;0.835;-2.42;0.0553;0.02;0.00248;0.0781;0.333;174.033;6FBnVrlr40yKhGfkVguzNF;246596
564;0.541;0.701;-3.819;0.0447;0.00372;0.765;0.582;0.169;174.977;2gIFvDOILKuXhZsOXfbyCJ;263314
565;0.707;0.837;-3.334;0.0617;0.00163;0.833;0.0975;0.398;87.502;3jYCYPYOJxZO0meCFnDZRT;355691
566;0.754;0.822;-2.949;0.28;0.00568;0.0282;0.244;0.387;174.986;2ATCWHForSwdZ150GNchoN;351863
567;0.491;0.834;-3.678;0.285;0.0279;0.0297;0.121;0.0524;86.417;557ZwDRbmq7vW70tSMAj61;291976
568;0.641;0.961;-0.128;0.199;0.0654;3.23e-05;0.53;0.456;173.913;0jgxmxxS5ZjhY9OEFl2aUB;342069
569;0.659;0.918;-2.807;0.0636;0.00371;0.177;0.349;0.645;175.074;30hsA94AF16Jwgedp9PWTm;329538
570;0.734;0.699;-5.05;0.109;0.0173;0.0168;0.093;0.276;87.498;37o36P2LMs99SJbDlqurDm;222271
571;0.804;0.802;-3.105;0.158;0.00599;0.000631;0.0498;0.224;86.999;1nJ1Ah0PvlrH3bn42DU4SX;288043
572;0.661;0.959;-2.074;0.0924;7.27e-05;0.00649;0.261;0.358;87.468;4fbmqZuY5qMq3YS46jmxtf;290786
573;0.716;0.852;-1.442;0.276;0.0185;0.00277;0.203;0.311;174.037;7cSSIuL4wE0XeJi6dOaqSy;270345
574;0.773;0.841;-4.127;0.255;0.00904;0.0102;0.112;0.481;174.89;29bs7EsImS6tpti9ihrEEd;263367
575;0.585;0.82;-6.94;0.126;0.0676;0.000108;0.62;0.754;111.676;0rFGpzZJM4gveQPlusXtGX;320173
576;0.782;0.97;0.228;0.172;0.0773;0.701;0.415;0.668;174.97;4kqb357LShDFxCz6zxM32v;250971
577;0.74;0.919;-2.184;0.121;0.000655;0.00584;0.173;0.872;87.524;2G3xeQnj9J0xwJ3ODWBOro;314229
578;0.673;0.922;-4.341;0.0539;0.000387;0.553;0.2;0.817;174.984;0N7yCUGmfX7HDXv4KAPJbZ;319200
579;0.643;0.946;-1.309;0.0606;0.000296;2.8e-05;0.348;0.59;175.967;6vpm8AUi93ckrDdqAfubmj;339546
580;0.753;0.934;-1.728;0.306;0.369;0.0;0.932;0.716;87.57;78W81pRYN5j3SV1819Dz0F;344999
581;0.67;0.951;-1.181;0.0694;0.00209;0.397;0.135;0.35;88.008;2EE8kmtpuYVzNjy9ID71Ez;312273
582;0.782;0.858;-2.473;0.174;0.0129;0.00675;0.363;0.344;87.526;4NLcQyvFDuJmKvfb8DuAuY;193371
583;0.367;0.97;-5.109;0.128;0.00014;0.806;0.168;0.169;176.007;6u6gTsX0rVhgL5UTwhwUHK;315733
584;0.703;0.947;-0.808;0.0401;0.00419;0.652;0.285;0.262;174.997;2jQZjWG33sC1aJRSMxV4sc;263314
585;0.499;0.89;-0.279;0.0867;0.0825;0.000329;0.238;0.216;131.658;3dcO04ACiJ0pTbUyW0MFH4;188673
586;0.807;0.903;-11.09;0.113;0.211;3.13e-06;0.0565;0.94;165.034;2Q9F3D53QeclwbsY24cuxO;269867
587;0.738;0.833;-2.693;0.132;0.00287;0.00262;0.791;0.527;172.06;57H0koPToUL2CcxMw1mG6j;316744
588;0.296;0.961;-0.959;0.11;0.000962;0.558;0.546;0.144;174.037;1NUI4f2rDXuoV6adr3L1YE;182069
589;0.821;0.708;-1.489;0.0789;0.000655;0.725;0.52;0.405;87.505;1edDPdN4UUI0vUW9LbKjsW;273757
590;0.678;0.687;-7.737;0.114;0.000373;0.701;0.296;0.275;175.993;5rZx4HvuwAx7bND227fwAY;229091
591;0.631;0.945;-4.288;0.0803;0.00342;0.616;0.337;0.418;85.979;1ukP76fmemjShE23zGPGDr;297359
592;0.899;0.929;-0.373;0.252;0.0217;7.17e-05;0.111;0.67;87.542;6bT02b7dpII9uzgHZThUCC;270743
593;0.72;0.93;-4.232;0.0793;0.0105;0.0314;0.0778;0.505;175.066;3Ne967Nrdv67FH21wHQ3uh;223863
594;0.514;0.978;-3.74;0.0585;0.000848;0.713;0.513;0.511;175.071;7eCUCodeIcp59zsVlENpo6;311304
595;0.692;0.93;-2.173;0.0544;0.0103;0.343;0.0502;0.141;174.998;36IymotXoAPCPSEEC2gXIs;287529
596;0.578;0.943;-1.057;0.0686;0.0117;0.326;0.0673;0.318;173.943;63uMGxpSJ4EsjWvaJnq1Ub;216000
597;0.764;0.987;0.647;0.194;0.111;0.00175;0.116;0.632;175.053;3sS1k8ak4suSdUc1YEcGfr;270171
598;0.556;0.857;-4.372;0.063;0.00765;0.507;0.178;0.276;173.981;4owhmCtv04qO4TZhYQSwdE;292054
599;0.64;0.985;-4.822;0.114;9.99e-05;0.0704;0.202;0.681;174.957;3bDyYxDodRCdvuD1sV8PpW;368120
600;0.718;0.861;-2.814;0.0796;0.00641;0.4;0.735;0.489;173.571;3iG6p8EjezuRFX6e3ZY5r2;398333
601;0.826;0.726;-5.535;0.293;0.165;0.00756;0.289;0.546;87.922;4hkCB0txoewtnzeD7NvTFu;316364
602;0.698;0.975;-5.036;0.0758;0.000304;0.641;0.054;0.981;174.006;0F9qBosfnb42bRSSY2GmeV;376040
603;0.805;0.817;-3.199;0.284;0.0398;0.00685;0.077;0.0623;173.978;0nZTdfWAa4JywZ3ixWf6GJ;267586
604;0.824;0.925;-5.814;0.0965;0.0263;0.376;0.247;0.554;163.854;2vlgOAH3M8Fmo19wOjeRyw;306000
605;0.614;0.917;-2.313;0.0391;0.000744;0.857;0.106;0.249;174.02;1Hfc70Sb029Gg6XjLNz4fZ;249187
606;0.707;0.943;-5.27;0.0655;0.00199;1.51e-06;0.157;0.932;113.4;55K24vPjLgAX8yLAq8fErj;231529
607;0.54;0.943;-3.755;0.183;0.00311;0.115;0.185;0.0775;174.969;0ZY4km3o5UfkmQBVya1Rdo;293486
608;0.622;0.37;-2.419;0.144;0.0112;0.198;0.152;0.11;175.058;6RggerqLHOoGeCJkQy7bKh;268800
609;0.714;0.84;-1.925;0.0659;0.0022;0.521;0.039;0.794;87.493;3BBxyRNfbBYHw7FJ5DPTvg;311314
610;0.783;0.95;-1.433;0.297;0.0602;0.00621;0.475;0.456;87.542;1opoZHTAKM2sgDmngaaH8S;156343
611;0.74;0.722;-2.039;0.109;0.0435;0.691;0.0164;0.332;173.995;27zpoQesCo9a0mwWXujevP;266371
612;0.875;0.76;-1.098;0.26;0.00738;0.804;0.149;0.477;87.486;76XrbwMGOleU2pQj6LMjHc;264686
613;0.557;0.952;-3.677;0.111;0.00243;0.798;0.142;0.216;174.128;30NNbU4KKvfsDra5rhpnIJ;258152
614;0.806;0.8;-7.493;0.227;0.00545;0.794;0.0419;0.673;171.945;2IFXUJjKJXQSiYJaSdxcz9;270698
615;0.685;0.752;-1.611;0.107;0.0114;0.627;0.14;0.274;175.156;17mbKt2K4fWG0nLQ5XhTiV;246857
616;0.634;0.614;-9.197;0.0327;0.00281;6.71e-05;0.157;0.656;87.995;5EAc78vmm6ycypFqT5rsNc;301900
617;0.717;0.814;-1.815;0.275;0.00225;0.519;0.219;0.168;175.132;2YwIzSXq6RdGQbto3cqsHu;266057
618;0.548;0.92;-0.81;0.0647;6.75e-05;0.877;0.0592;0.358;173.993;6yZyQ2sDmelY3C6KesOYYL;226207
619;0.825;0.694;-2.67;0.211;0.0117;0.649;0.609;0.284;87.528;7fq19PxzrCjJzD9MHLaeom;244114
620;0.663;0.932;-4.408;0.138;0.0044;0.0237;0.299;0.741;173.962;6AQzRgxy4AZK0T1ZJh1Vdc;180715
621;0.456;0.921;-5.16;0.0868;0.00056;0.743;0.126;0.398;174.017;0hfX7KtyZtdZBIggmRAz9l;263438
622;0.781;0.806;-3.477;0.131;0.00131;0.597;0.394;0.624;88.014;7eSWC0vjmTKihsqF8YtVCx;268000
623;0.773;0.906;-3.416;0.122;0.000374;0.456;0.074;0.59;87.499;3iyVpOuJD2j1RM6E3yci6b;213943
624;0.627;0.942;-1.751;0.103;0.00963;0.0863;0.702;0.352;175.014;7tNWqHoPZ4llzacDhafMt6;242743
625;0.701;0.627;-3.707;0.153;0.00377;0.554;0.165;0.39;175.069;5CcT9KSH2IvTCtFg4frpFb;317140
626;0.757;0.697;-2.891;0.147;0.0069;0.236;0.662;0.273;177.039;0ZcHT8OT58SxO9zTRlo9a2;324507
627;0.651;0.915;-2.934;0.102;0.00298;7.83e-05;0.306;0.438;175.029;76eLKq4DxfTFnN1HrHRkl9;280457
628;0.615;0.795;-5.913;0.0427;0.00466;0.894;0.37;0.541;87.004;6i0ikjavsGDiX7UITpZl24;270325
629;0.802;0.951;-1.567;0.0537;0.00411;0.2;0.292;0.817;175.041;4ZYvzjQiCzZQsCR9SQpz8j;287492
630;0.85;0.928;0.204;0.13;0.0102;0.0486;0.137;0.19;87.611;5UjnQ3CaPng3MhiNLkzvld;264686
631;0.714;0.981;0.288;0.276;0.0568;0.0386;0.101;0.534;174.995;1cDc3AjNyfyO2G1ddtb987;266057
632;0.715;0.916;-2.692;0.108;0.00363;0.327;0.351;0.116;174.053;381hYuGJ3SJjVLDAQ98sCU;237241
633;0.614;0.917;-2.313;0.0391;0.000744;0.857;0.106;0.249;174.02;67xdkvr9mDdA2YQsXs8OZa;249187
634;0.636;0.881;-4.024;0.133;0.000282;0.631;0.266;0.188;173.979;1XLMeD0SCaUodRJ3PjKpRp;278128
635;0.648;0.92;2.046;0.279;0.0767;3.26e-05;0.137;0.29;114.217;4tfTWPjKPbxqiWgdX5Ja7U;244828
636;0.514;0.935;-2.304;0.092;6.01e-05;0.186;0.312;0.0314;175.009;4H9L478grZETr6Ml440j8g;289371
637;0.669;0.931;-2.417;0.161;0.0348;0.00312;0.499;0.129;175.014;03szfRdQQmA2zwcAIr68Tj;269330
638;0.603;0.729;-7.895;0.293;0.000696;0.223;0.069;0.15;175.086;6mzDDGA0c1eNIFRqMt6kB1;181032
639;0.533;0.964;-1.026;0.338;0.144;0.000231;0.847;0.426;135.132;3wNeeZo1gvxKEopHtvmwVt;245860
640;0.568;0.991;0.94;0.271;0.00261;0.167;0.623;0.0775;174.014;41PqEZSCTM73bBsjx1ORYM;226207
641;0.782;0.775;-2.933;0.267;0.0264;0.0;0.18;0.532;87.437;1PJfbxmFsitJPbLLU98y1s;187885
642;0.772;0.702;-1.749;0.363;0.0179;0.399;0.108;0.117;171.928;5nHdgz53yNNJ0gO7UkKFnB;290233
643;0.724;0.733;-2.021;0.0743;0.0195;0.603;0.155;0.371;86.011;13i3eyBFmDgXGlsrIWGrfr;315174
644;0.534;0.944;-2.094;0.0558;0.00295;0.144;0.595;0.389;176.046;6IpvH0zWnmtK3larK65PKn;294555
645;0.744;0.868;-1.629;0.304;0.00285;0.0327;0.288;0.799;180.003;4QIg8chRx9b4jibuqgIF4d;237333
646;0.697;0.888;-2.911;0.0936;0.0286;0.087;0.0864;0.124;174.004;6fE23yXKwPYqwuaXEcZIPK;312313
647;0.71;0.916;-2.565;0.176;0.00392;0.0;0.895;0.533;87.493;6UQr7iC7j3HUs42QiA2gNW;202971
648;0.68;0.801;-8.575;0.102;0.0013;0.734;0.0939;0.324;175.052;4YTIY5CrztGV2FyZ1HbBLl;226207
649;0.539;0.915;-5.198;0.301;0.17;0.000414;0.074;0.182;139.762;4oUK2GrcJbkVwvl08eYA6y;310548
650;0.457;0.918;-2.893;0.0626;0.158;0.0464;0.102;0.0369;173.965;3WpZaVBGjVgR7lxekzkXTY;284138
651;0.564;0.992;-1.008;0.153;0.000608;0.821;0.322;0.0365;174.047;326r3WEju0rRYi6iLcpq0R;220690
652;0.631;0.919;-0.492;0.0733;0.00119;0.21;0.106;0.216;173.988;1jDcdrpEsKwdcqVK6zqiUM;208276
653;0.728;0.408;-2.537;0.211;0.00336;0.529;0.257;0.288;173.984;1ez36jpEWOFhH9VDFdTrb2;273103
654;0.717;0.646;-2.933;0.149;0.000271;0.563;0.213;0.221;173.989;2bUsfVw3vastC6SEX27sil;275215
655;0.696;0.92;-1.879;0.0676;0.00129;0.652;0.0955;0.152;171.989;4aYC0BN3R6Qagjd92Fn9E7;226070
656;0.733;0.909;-1.255;0.393;0.000406;0.386;0.681;0.112;174.01;0sXVz0wIMJsb4OMdmO8PJw;252633
657;0.582;0.791;-3.643;0.0427;0.0296;0.105;0.118;0.0422;174.01;5UvLQncwvEGiRLn0xEZw45;242750
658;0.638;0.975;-0.813;0.0735;0.00118;0.817;0.114;0.169;176.97;5bZYA7bZlALnwNpOrsdTGB;260339
659;0.743;0.693;-5.87;0.171;0.221;0.000256;0.28;0.548;84.978;3pjiiWcW0AXcw2i6mJqQP2;209076
660;0.71;0.981;0.065;0.0621;0.000783;0.0279;0.353;0.392;87.508;1bWm3k2gzhB8DFZYwfljyH;178286
661;0.645;0.964;-0.346;0.0474;0.0159;0.0263;0.319;0.37;87.513;1pAHQroojlHF7BsBWMKmQx;206057
662;0.436;0.977;-0.562;0.217;0.000207;0.914;0.12;0.335;174.086;7KUlHzNZlPF1u5Ms4UHuZT;232500
663;0.803;0.743;-4.015;0.0994;0.00768;2.36e-06;0.107;0.645;87.002;2fHWxn8NyuJJ9c8ZkjWXZq;220948
664;0.718;0.824;-3.238;0.13;0.0999;1.78e-05;0.107;0.72;173.957;0U3XMRWqD2ECBn94sFkifY;191724
665;0.761;0.848;-4.137;0.182;0.0222;0.0435;0.0692;0.158;169.969;1skNONa0IA1cwwQlRZtGJV;295159
666;0.709;0.966;-4.162;0.0685;0.000219;0.854;0.0509;0.606;174.046;3U1tUppgzucnOnNVj57zRr;281379
667;0.669;0.987;-0.824;0.253;0.0145;0.000308;0.246;0.591;173.924;1NGZwKs16Zv0o7iygfROzo;297926
668;0.679;0.584;-3.93;0.0555;0.00824;0.762;0.133;0.466;174.026;5WzrWYWMmFppUxJxcXRLwN;264828
669;0.778;0.797;-1.239;0.248;0.0284;0.913;0.281;0.56;172.02;6ffdrtdVGHAxMbrezlsS7u;273488
670;0.658;0.857;-1.316;0.186;0.00207;0.724;0.098;0.175;174.038;7jkAZsJaWSJnpuQX9cbjCi;270345
671;0.498;0.94;-2.131;0.23;0.00126;3.71e-05;0.0902;0.346;175.064;0fUcBE2ab8mBY7UdBY796h;293486
672;0.651;0.871;-3.582;0.0388;0.00573;0.0109;0.0198;0.139;86.989;1H8gYb1V1qU0PogrCtpmUy;231748
673;0.791;0.671;-2.42;0.0733;0.0229;0.524;0.106;0.452;87.0;7whkcJayCHfbkTMnoLanQP;311811
674;0.526;0.956;-3.111;0.0853;5.84e-05;0.873;0.46;0.487;169.793;3ZQs8RHO3lPZoUwpavPENL;543547
675;0.653;0.723;-14.518;0.0806;0.0149;0.619;0.0485;0.78;159.017;5aqLROQOpWX2H8Q3b0IB6b;245173
676;0.707;0.376;-11.917;0.152;0.00477;0.639;0.25;0.685;164.093;4l5Ems8ga12KwHEBVROJ4x;366265
677;0.64;0.973;-4.446;0.146;0.0344;0.688;0.12;0.286;162.902;6EXhOUR5Zn0mc8aXmXN701;380698
678;0.651;0.77;-10.258;0.058;0.0454;0.869;0.439;0.52;159.822;6fzwardfFs6sVfNA5R1ypt;280973
679;0.577;0.763;-11.644;0.0669;2.79e-05;0.913;0.15;0.428;164.938;4jwRrAA7n0e37ZxWQ57ulY;298000
680;0.636;0.929;-4.063;0.105;0.00033;0.727;0.169;0.0348;173.961;78yMJVb9W0g34BnWjFuxv7;248276
681;0.658;0.818;-3.644;0.0595;0.00138;0.78;0.0621;0.355;87.04;16lucFVMdd37VueiBeQh4O;253793
682;0.578;0.887;-2.813;0.053;0.00034;0.0291;0.144;0.297;170.075;0CwlCc523gSV6aseWx4lY7;282353
683;0.647;0.662;-5.339;0.0718;0.000762;0.467;0.164;0.106;172.03;5EOh2knv27vZfrWDj5KCFP;279070
684;0.733;0.789;1.24;0.0847;0.0269;0.596;0.0931;0.633;175.014;07p2YoNDzmjgagGpI8tA7J;244886
685;0.71;0.986;-2.498;0.341;0.0322;0.00413;0.946;0.666;171.993;7dMuTc38w3MTM42NcSVEJp;276279
686;0.589;0.965;-1.368;0.0598;0.000206;0.799;0.11;0.313;175.966;3reWyjwMLRqOWKIhQUC4QV;283551
687;0.525;0.973;-5.813;0.0756;0.00174;0.218;0.332;0.476;171.988;4oBBtpytjteo43PAwoX46Q;368222
688;0.508;0.987;-1.984;0.0463;0.00986;0.111;0.327;0.561;178.158;4OPcM3bmFyy5JdsWbcJVmK;206292
689;0.768;0.925;-1.227;0.182;0.081;0.00164;0.674;0.487;87.505;78aOWEePkm6unX8lYPQAaY;206035
690;0.658;0.872;-4.181;0.076;0.00616;0.00657;0.609;0.227;174.013;76XAbsU5NgQiG4kcWYgtWJ;245517
691;0.624;0.995;-1.109;0.132;0.000265;0.879;0.0578;0.814;177.966;06WHIGz2Q43EmHZMdDzeP8;248174
692;0.63;0.849;-7.054;0.101;0.000859;0.0516;0.373;0.212;173.947;2gu3maSfupc9SwVNJoptBv;199483
693;0.747;0.874;-4.084;0.161;0.0262;0.000268;0.464;0.335;87.003;7pLAABd09pqz7rTXrgn8j1;215172
694;0.624;0.887;-5.001;0.1;0.00386;0.0;0.101;0.553;116.12;4GGOQobHR9n5FUnXKlGyw8;68963
695;0.623;0.999;-0.873;0.231;0.00435;0.697;0.729;0.623;173.955;3b0wIWCjYlxP2OO5UOVsI4;246410
696;0.656;0.867;-3.218;0.0505;0.00494;0.77;0.29;0.211;174.037;1tZZDQHDatH5k3Fp5MwDVl;244317
697;0.696;0.868;-5.032;0.0635;0.131;0.000166;0.101;0.74;86.042;5DumLPCnkX4GYPMUvZNhbZ;150719
698;0.828;0.969;0.942;0.414;0.0019;0.297;0.337;0.432;172.92;4FxEi4PCPqhJbWiIa2Jzt6;224398
699;0.593;0.838;-3.4;0.0453;0.238;0.0575;0.175;0.0479;86.983;6I6AMqS2pnZvN6xjOySRgh;200090
700;0.753;0.865;-1.897;0.206;0.000339;0.0146;0.0445;0.128;86.529;1QekTGK1X9cLQdq5isVVuH;224740
701;0.763;0.978;-0.128;0.0609;0.0703;1.96e-05;0.433;0.556;87.504;2aN8xHlMWc2NVujVnMWikE;156343
702;0.671;0.971;0.475;0.241;0.00519;0.000377;0.333;0.6;174.052;2V4i1g632jChClwPLPVQe2;222069
703;0.582;0.98;-1.869;0.185;0.00827;0.555;0.774;0.343;174.059;3AufFrTbW5VJV4JI2FoHyc;246991
704;0.63;0.979;-2.402;0.084;0.00403;0.00214;0.154;0.587;174.036;4J9TjZnbGU0kYzgPn0Xg2f;273103
705;0.73;0.741;-5.236;0.18;0.0553;0.00565;0.0741;0.233;171.999;4u8kuzWbxkBr2yAlMzPToT;227442
706;0.819;0.741;-4.778;0.0968;0.0569;0.0;0.159;0.514;87.016;2WObGIQXhjveq6yuXvf6VQ;266207
707;0.615;0.902;-4.316;0.0859;0.0176;3.91e-05;0.103;0.298;87.03;1LIvdWNdKmHvU0FJvw2diN;146712
