danceability;energy;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms;key;mode;id;cluster
0.411;0.967;-2.28;0.102;0.000286;0.0;0.0925;0.444;170.913;192787;9;0;5z7S8ITmKjMG9BztxgCf2s;68
0.553;0.864;-5.062;0.0396;0.00605;0.0;0.132;0.298;112.51;240453;9;1;5eK5xQl8EGzR5zYkxaDCAn;69
0.352;0.911;-5.23;0.0747;0.00121;0.0;0.0995;0.236;148.033;222973;1;1;003vvx7Niy0yvhvHt4a68B;11
0.347;0.622;-5.314;0.0299;0.00188;0.0;0.15;0.314;175.78;244880;0;1;49xvHf84fABv0CG6sFwOBg;68
0.429;0.937;-3.986;0.0573;0.000131;0.0002;0.0807;0.894;194.838;185027;2;1;4X3qGigyU6ARi3HP4lWD95;55
0.467;0.988;-3.313;0.112;0.000152;0.0484;0.28;0.321;130.433;220427;11;1;70wYA8oYHoMzhRRkARoMhU;59
0.487;0.702;-6.043;0.0238;0.00528;4.97e-06;0.129;0.306;95.982;265907;7;1;3PbHle8KhJp6GuO1jLdEmQ;69
0.545;0.865;-5.708;0.0286;0.00664;1.1e-05;0.168;0.543;99.009;233933;11;0;6ZOBP3NvffbU4SZcrnt1k6;61
0.179;0.912;-3.881;0.0791;0.0014;0.000294;0.582;0.289;182.99;231533;4;0;0lP4HYLmvowOKdsQ7CVkuq;62
0.502;0.912;-4.556;0.0564;2.55e-05;0.000173;0.106;0.72;116.761;301920;1;1;4CeeEOM32jQcH3eN9Q2dGj;61
0.5;0.824;-5.846;0.0388;0.00016;0.00161;0.0916;0.539;120.125;218920;4;0;2RsAajgo0g7bMCHxwH3Sk0;61
0.678;0.656;-6.41;0.0381;0.00174;0.0;0.0631;0.485;123.207;257053;7;1;5vHLwhxxlGzmClMcxRRFPr;2
0.541;0.904;-3.001;0.0435;0.00143;0.0;0.193;0.541;98.122;208693;7;1;5jZ1Z2GFTf2gwmFc3qiUxs;61
0.397;0.96;-3.727;0.0853;0.00865;0.000109;0.0989;0.359;180.22;305320;4;1;5vIj9kluXeHtO0XezlqrmA;11
0.344;0.972;-3.675;0.116;8.48e-05;0.0;0.293;0.387;167.819;208187;11;0;4XOZaPYeMn9hcbpyS90NnD;46
0.416;0.748;-4.83;0.0487;7.43e-05;0.0;0.0995;0.792;150.094;230560;11;1;4COleG16xBCkpofKHsJU2p;68
0.588;0.927;-4.776;0.113;0.000305;3.83e-05;0.195;0.652;93.571;175227;6;0;1PJRDeZSoZk7gtisdTYfLi;16
0.519;0.77;-8.788;0.0809;0.0675;3.48e-06;0.0762;0.921;158.29;197800;7;1;5JJDu0Z5DKe7mR31MGksSg;55
0.424;0.937;-5.354;0.0769;0.000884;0.0;0.113;0.156;137.861;245600;1;1;3UyL1yzD5B1nIaFJRs4W8r;37
0.424;0.775;-5.113;0.0672;0.000891;0.0;0.09;0.577;156.682;229320;1;1;4YoM9p4lEpwPHKE16j3VGJ;68
0.492;0.747;-5.414;0.0313;0.0347;0.0;0.148;0.283;103.032;226907;6;1;01b3XYqB8CJsOprmOgaXjh;69
0.331;0.976;-3.242;0.113;9.11e-06;0.000117;0.319;0.426;170.059;187547;2;1;3R0S1d6GJ6hW2L9M43S9Kb;46
0.561;0.964;-3.312;0.0487;0.000143;0.0;0.0603;0.579;105.009;224423;8;1;5DKlSWi2DY3uXuwfctcRKi;61
0.371;0.858;-5.642;0.0629;0.00049;0.0;0.123;0.299;174.997;186514;7;1;6HEUVDkW2nPdP35MdS6xQj;11
0.49;0.8;-5.982;0.0601;0.0132;0.0;0.116;0.505;138.075;214013;5;0;3WbjKX2tEaI5N5ptKtW3P8;61
0.443;0.769;-5.529;0.0312;0.00138;0.0;0.0677;0.17;147.973;268693;2;1;3nlT74t8h4XlV1D72pErhj;37
0.45;0.978;-4.198;0.0637;0.000124;7.14e-06;0.361;0.268;155.014;262573;9;0;591vJuuep0gfPhx9p8WPD5;59
0.611;0.871;-2.965;0.0393;0.0384;1.21e-06;0.0965;0.7;103.094;207227;1;1;6xP5TGWu1GBEHjMBmHRbjT;16
0.417;0.869;-6.173;0.103;0.00157;0.0;0.405;0.665;179.972;220833;1;1;5kqr6EkKEafBGKxzjdXOVP;46
0.232;0.979;-2.397;0.0692;0.00331;1.11e-05;0.351;0.342;174.753;243600;8;1;5HLLD7xSN2DIMQDG7Tw2wv;46
0.49;0.877;-4.37;0.0496;0.00437;5.05e-05;0.3;0.546;93.986;187853;5;0;3EuiMoY8lTjAvIqNf8Uyr3;80
0.391;0.951;-7.419;0.0692;0.0126;0.000378;0.0878;0.468;157.66;148360;6;1;4LJhJ6DQS7NwE7UKtvcM52;68
0.612;0.803;-3.577;0.0354;0.00114;0.0;0.16;0.898;139.009;173573;1;1;1SlR43rEPxPXEeloIVPQQ1;26
0.456;0.988;-4.977;0.0637;0.000266;7.55e-05;0.33;0.414;148.105;262120;9;1;3qaY5rMf5SMTdxsC9sCzWl;59
0.384;0.125;-22.4;0.0315;0.987;0.929;0.112;0.369;80.185;120741;10;1;0vzSIBAqnN1HzvWrPbh6VF;65
0.385;0.285;-19.837;0.0583;0.966;0.937;0.111;0.267;137.2;210562;9;1;3IEl5LLYsvTEQmnxMaxBQa;57
0.248;0.0432;-31.096;0.0372;0.984;0.917;0.106;0.288;76.648;196524;7;0;3tutmbsx7n9NXtiCDorNx4;10
0.258;0.0238;-28.865;0.0428;0.994;0.904;0.106;0.0757;140.596;182647;0;0;4XPq8MBYuWi4Z5PzmebwYo;24
0.364;0.00799;-33.09;0.0395;0.978;0.894;0.109;0.0674;101.226;216093;8;1;1eqyKmkcp7b2s1PU9fEZRS;23
0.307;0.00229;-34.977;0.0519;0.992;0.931;0.098;0.281;67.775;283280;1;1;5RWA30VaTsYkFrkzxKL3aK;23
0.316;0.00329;-38.901;0.0482;0.994;0.957;0.0933;0.415;90.804;199167;5;1;4hQeiQovsUpgox09PPXw91;23
0.248;0.0656;-25.036;0.0447;0.975;0.874;0.0953;0.0827;66.735;158320;3;0;4TY0NoplajMnuRdqxUFRgB;10
0.417;0.0287;-25.066;0.0714;0.994;0.889;0.079;0.285;143.262;264053;7;1;1rpF77jsLBMG2QjCuhe0Sr;60
0.307;0.036;-28.755;0.0522;0.995;0.801;0.0941;0.171;138.26;211440;2;0;0iWEx7UUUFMZ2Vtf2x99PS;24
0.153;0.0422;-22.307;0.0367;0.964;0.887;0.0992;0.0422;83.81;290847;7;0;6g4APvysGUmiSl9hyxPboK;72
0.331;0.0834;-29.786;0.048;0.992;0.946;0.108;0.469;140.751;202289;7;0;7Bh0umM091bY2gOW1Qzvst;24
0.281;0.0333;-31.46;0.0348;0.994;0.959;0.0995;0.169;90.25;190500;6;1;13MOQ6oQqkrZEDkZOHukCw;10
0.249;0.297;-15.377;0.0349;0.855;0.886;0.0667;0.0375;140.052;224299;4;1;5JZq6B2jtxGVvmausM9Xed;57
0.305;0.0384;-28.605;0.0301;0.961;0.902;0.0886;0.0856;81.917;221061;5;0;0bCSGdS5SRvzoz4IBTD55W;10
0.42;0.0104;-23.544;0.0371;0.991;0.9;0.116;0.106;105.724;299467;5;0;5WBx4EIlqIp7uSsPHK2Vsr;66
0.324;0.0186;-28.248;0.0476;0.99;0.934;0.105;0.126;85.297;207640;2;1;2m2GJpBjQNNphaCgBeoj7R;10
0.218;0.0363;-23.891;0.05;0.96;0.886;0.124;0.078;121.017;219693;7;1;5EGQC8qSbx5xQD8dlat1R3;51
0.219;0.0153;-33.563;0.0346;0.994;0.923;0.0934;0.1;57.439;312757;9;0;7BpDcPsVqfMgHdVglLK3Kt;10
0.37;0.0123;-31.278;0.047;0.995;0.916;0.137;0.0729;72.724;257040;7;0;03gcYq7pGq8tx2ZWfOpCwL;82
0.274;0.167;-15.996;0.0431;0.634;0.939;0.104;0.0408;113.631;334553;9;1;7cp3lHAPGcUbb7tJP0kuxl;57
0.341;0.184;-22.381;0.0441;0.982;0.892;0.109;0.0548;145.923;195987;11;0;20YX5PgkatVpvtyHsdAxHH;51
0.447;0.449;-10.634;0.0376;0.934;0.961;0.0697;0.036;92.468;315427;2;1;1BncfTJAWxrsxyT9culBrj;54
0.486;0.00739;-27.321;0.0636;0.995;0.955;0.171;0.0568;52.941;238800;2;0;4xBF32yNfRJXHpXMpFAfjc;82
0.175;0.212;-14.073;0.0374;0.85;0.86;0.0979;0.128;132.026;277853;6;1;47kA4ykK0Rlwjf8oV2HMo7;57
0.233;0.00786;-31.624;0.0528;0.958;0.905;0.106;0.0686;132.011;262000;7;1;171fKTIvL8wDal3N6Uv0Bk;24
0.224;0.0231;-32.356;0.0422;0.981;0.902;0.105;0.0668;156.267;291767;5;0;6NE4k08pMjW1EyaVsBfCXA;24
0.33;0.00357;-33.142;0.0339;0.995;0.953;0.0989;0.121;100.741;216213;3;1;6MzbO6YS0M6tjwT93hjAl0;23
0.163;0.191;-20.924;0.0365;0.937;0.959;0.0961;0.0335;105.104;220630;10;1;19vWDttuR4ZVBzUfQFsfPS;51
0.484;0.0111;-36.334;0.0384;0.995;0.878;0.0556;0.2;121.708;152933;0;1;1gU5jNTPxkrF52O7vUTWzR;24
0.349;0.00581;-28.536;0.0562;0.992;0.915;0.11;0.461;130.763;140250;10;1;3AliQT2GgiDBN16poZPdG2;24
0.238;0.0747;-24.201;0.0437;0.95;0.935;0.0978;0.126;117.686;271943;0;0;0aDl3mGEr6eZcSwoJo91Np;51
0.458;0.00701;-34.755;0.0438;0.993;0.948;0.102;0.0939;118.444;171213;8;1;60tXDXk5K67J18XNgZ7JZt;24
0.415;0.026;-36.7;0.0496;0.995;0.938;0.107;0.268;136.191;285443;1;1;1G3QPQkoXvpChjNUhd6Tfs;24
0.313;0.013;-29.848;0.0387;0.994;0.878;0.116;0.2;66.997;161307;10;1;540Gpgt7KznLVQNDRukVy3;82
0.629;0.0914;-33.589;0.0406;0.994;0.947;0.0864;0.241;111.454;183773;0;0;60nYU5mvv5mOlYELcnQ4xF;9
0.583;0.0238;-32.244;0.0369;0.994;0.847;0.103;0.426;108.74;131923;0;0;5RqKo9P4DLA0bVyY70cWkr;9
0.357;0.0431;-25.461;0.0334;0.992;0.948;0.13;0.0698;131.976;313973;2;1;3uzaVkdNuUZOn3KtsQjwDy;51
0.581;0.14;-19.822;0.0568;0.991;0.909;0.131;0.21;122.791;242554;8;1;01tojusaCOJ3baRNAltJIo;52
0.0916;0.0773;-27.507;0.0415;0.821;0.938;0.111;0.0429;76.752;157453;7;0;7u7Zj0wMdPibgsqhaIVKCQ;10
0.387;0.235;-15.96;0.0477;0.985;0.92;0.0985;0.0386;88.604;236000;0;1;7ftyxy2znzl4k3Ojwe8QZm;54
0.186;0.0671;-23.558;0.0426;0.983;0.955;0.0621;0.0381;67.228;171787;6;0;1fvq9rlEnv4ekSPjbpmJlf;72
0.192;0.0626;-26.368;0.0371;0.953;0.9;0.147;0.0395;77.698;168085;11;0;4u2Kn8DaYBEuB19AjWcMDn;10
0.215;0.145;-21.776;0.0375;0.991;0.913;0.106;0.0376;145.432;223693;10;1;3xRgYyyussMdiAPu7VyjTE;51
0.19;0.171;-16.824;0.0334;0.794;0.797;0.249;0.0513;74.348;251406;0;1;7GCgk8sq0f7KDRlyyW5sA1;54
0.398;0.00209;-39.959;0.0444;0.996;0.955;0.0813;0.0971;71.461;142333;0;1;6B0ZlLf0p2s1Lwt3ivAXKy;23
0.349;0.191;-16.111;0.0463;0.992;0.936;0.132;0.0414;140.422;191000;0;0;1jcQ040aWKeiUGJ2IcnFtV;57
0.358;0.021;-30.373;0.0343;0.994;0.905;0.099;0.187;128.271;246573;2;0;2qHOJh86IKhNAstCFA46eL;24
0.289;0.0253;-31.435;0.0376;0.994;0.919;0.0837;0.138;99.801;150000;2;1;1ijwLR1iybtxaUbasUj7kJ;10
0.41;0.0118;-27.796;0.0412;0.996;0.924;0.0731;0.239;126.313;275040;9;0;26I8Se3pMUKf56A2NAL9va;24
0.295;0.371;-17.581;0.0398;0.159;0.864;0.104;0.0357;85.974;139526;1;1;7Kt1hNh7KxPlrneexbuhrY;22
0.435;0.0564;-27.616;0.0369;0.99;0.943;0.113;0.127;110.006;155485;5;0;4tnWEXeAgZWTRULCkJ6IGL;66
0.342;0.0311;-26.999;0.0355;0.995;0.92;0.131;0.0634;97.622;225829;9;1;21UkknmSYISvDaQbaMIOgq;66
0.393;0.0152;-30.793;0.0437;0.995;0.906;0.075;0.164;75.084;161293;4;0;7ya2Fp7aizs7O4IdaTtTOS;82
0.563;0.0285;-29.639;0.0625;0.988;0.961;0.12;0.292;72.97;109739;0;0;1GkAK6lX1NKI51YmMy7oR0;9
0.285;0.142;-22.301;0.046;0.991;0.929;0.109;0.155;115.612;153409;10;0;7jXTJntJSBwj8b4lDSgcCq;51
0.355;0.00708;-33.07;0.0504;0.985;0.961;0.0903;0.16;63.731;173576;10;1;6dxs9Sv6Ic3oQ3tl6Hozi2;23
0.324;0.0313;-29.435;0.0482;0.988;0.936;0.125;0.145;63.542;158537;5;0;4MvqWzm7BDfHKkms39axnn;82
0.353;0.395;-17.442;0.0694;0.958;0.88;0.112;0.152;170.037;198902;8;1;49LE9nTYsPzk0ImQ26mZjD;15
0.33;0.00274;-37.342;0.0617;0.992;0.908;0.0668;0.188;61.088;143532;2;0;1ThKqYwGxzcxIrYsjfVr85;23
0.393;0.0288;-31.947;0.0401;0.987;0.902;0.104;0.192;129.583;149787;4;1;0vQIs6UM5iNmIEtazl28za;24
0.463;0.0115;-29.537;0.053;0.993;0.962;0.105;0.264;102.132;184148;10;0;0mw9N3Jc5D2EKvgDSMBjJN;66
0.354;0.00717;-23.13;0.0413;0.987;0.671;0.0959;0.116;80.517;212991;7;0;5BmNj3cDAyqSFw69VY12WU;66
0.446;0.14;-24.182;0.0411;0.995;0.921;0.117;0.317;82.353;262496;3;1;2CgiC7Vu2aYEwSVIfdSTlb;9
0.32;0.00501;-33.366;0.0455;0.993;0.919;0.0618;0.0383;68.947;294960;1;1;3hCPh4oVVjaM8tv9sFH8cx;23
0.337;0.0269;-29.303;0.0443;0.987;0.891;0.136;0.144;72.879;217692;7;1;3ghiiEYEI3ID2NgjJmA2PE;82
0.231;0.0297;-31.544;0.0579;0.991;0.878;0.0742;0.07;131.413;203800;2;1;0Dkibk70FDp6t7eOZNemNQ;24
0.411;0.146;-19.891;0.0456;0.873;0.951;0.12;0.204;174.969;250294;5;0;7BiFDvUpgKq0nveNenTLFf;60
0.3;0.0405;-31.023;0.0449;0.992;0.948;0.138;0.233;63.821;216061;8;1;2eSVQH8lwcrUBs7dpEj7p7;82
0.487;0.00409;-38.66;0.0612;0.985;0.894;0.0965;0.16;115.369;242811;11;1;3iWo5Y9DpJNdFI3lERYgEy;24
0.273;0.0338;-33.878;0.0343;0.984;0.878;0.105;0.134;147.649;227675;1;0;1wb6pRSvhekFyXO5j3fXol;24
0.254;0.0681;-25.069;0.0346;0.971;0.92;0.19;0.0916;100.078;182333;4;0;6qRi4Nuw8lU4pn0kK3LGJA;10
0.156;0.488;-10.773;0.0402;0.873;0.889;0.101;0.23;94.073;222857;0;0;6ae15FczRqqWizxKrhODb9;54
0.334;0.0304;-25.949;0.0381;0.995;0.781;0.144;0.275;67.65;66573;0;0;3vTHfazvoNEBw7pWQRMDLL;82
0.444;0.0508;-28.789;0.0395;0.993;0.894;0.0983;0.271;132.664;147315;5;1;5kRBxcHNbWOUFvv15I0dMP;24
0.343;0.15;-19.797;0.0507;0.981;0.94;0.0839;0.0365;123.972;231921;0;1;63iLlVCJ1rhH1boY7OH4d8;51
0.252;0.0578;-26.184;0.0518;0.953;0.0163;0.0721;0.0391;108.013;141707;1;1;1BbQIyPnuhVIlJEqPcY3Ug;21
0.406;0.00921;-31.822;0.087;0.984;0.906;0.0953;0.303;80.507;215800;2;1;2Imxyb3LiuXsDFo7Gq5YDs;23
0.303;0.00958;-28.556;0.054;0.991;0.953;0.109;0.212;72.204;264845;8;1;7elLKWtTEMCbOmYZ37ci9r;10
0.244;0.0739;-22.008;0.0547;0.986;0.0152;0.0832;0.0931;86.218;226028;1;0;6kFy7huUv9xoGw52pZgh6H;21
0.217;0.0408;-26.146;0.0379;0.994;0.912;0.0553;0.0614;159.179;260973;9;0;11kFCPT3e5GGpDQhX6d4sD;15
0.409;0.0178;-31.864;0.0458;0.994;0.88;0.078;0.161;117.639;208664;4;1;6JWWuoeyToc9bBZkgWtQ9L;24
0.353;0.0728;-22.196;0.034;0.98;0.807;0.07;0.197;92.293;165560;2;0;5sHcXRVZdz7UFIEOZhwL1v;66
0.233;0.00786;-31.624;0.0528;0.958;0.905;0.106;0.0686;132.011;262000;7;1;5iaRHxhgPWesJFnZVXajLH;24
0.064;0.299;-12.341;0.0343;0.882;0.829;0.128;0.0374;66.667;243240;10;0;5DkbDKe1yOmoCKCsr9tmAt;54
0.456;0.00284;-30.871;0.0728;0.996;0.937;0.0803;0.117;74.344;206079;5;0;2DhOTKJbiKQlK08J2Im2Su;82
0.391;0.226;-14.733;0.0582;0.994;0.916;0.0984;0.0968;121.207;200280;11;0;2VJcxB0WDocb88N5L2d3W2;57
0.222;0.0456;-20.891;0.0385;0.993;0.964;0.231;0.0881;128.662;251573;10;0;5bhbv1xIbk0SbfQ2MEXe8F;51
0.386;0.0552;-31.201;0.0395;0.992;0.942;0.0805;0.247;111.914;176000;10;1;6XTKYGyydndSUV3OHHDwZU;66
0.332;0.101;-23.391;0.0406;0.985;0.947;0.107;0.185;129.317;305881;6;1;2F0XzNxOXO6uzMyIYlC0EG;51
0.235;0.125;-25.418;0.0449;0.989;0.896;0.101;0.208;134.096;139307;0;1;18sIS6Wjegu9o3Z8m2M7jv;51
0.576;0.0236;-25.633;0.0334;0.994;0.95;0.0998;0.224;94.009;113560;8;0;69WEfPRBt197LrKUjnBd5G;9
0.332;0.0525;-24.1;0.0388;0.991;0.891;0.0683;0.097;78.853;158600;0;1;2k2MprlqkmDMKKOOWGREzW;66
0.281;0.0972;-20.125;0.0404;0.985;0.905;0.0769;0.0635;72.592;170360;0;1;2ReE2n90mxP5AlspuZ8HPZ;72
0.266;0.00361;-29.735;0.052;0.995;0.925;0.0723;0.0631;94.861;160453;8;1;29S6PLRccSCyKozzwIik0J;10
0.321;0.0272;-25.066;0.037;0.993;0.919;0.0947;0.0632;74.69;221732;3;1;4h4py9AzEuUGBTJZO4ifnm;82
0.238;0.0491;-27.704;0.0418;0.985;0.948;0.108;0.105;132.829;206373;9;0;5xVoh2cUjYz6XVwfiZbdXA;24
0.391;0.0939;-25.725;0.0531;0.982;0.933;0.107;0.101;127.162;142638;8;0;7i9cdG6l1lg0xAraTublsw;51
0.355;0.00801;-29.404;0.0345;0.991;0.934;0.0861;0.161;64.04;175093;0;1;6vuLjBdElnjOKzVdsimQ4K;82
0.439;0.00231;-27.472;0.0375;0.987;0.949;0.0831;0.0;65.004;33040;4;1;510H9hetYlxzg93VROgtpQ;82
0.283;0.0141;-28.049;0.0505;0.995;0.889;0.0783;0.0592;80.442;220933;9;1;5Ljq5PbzctUhFrltrJ5YIH;10
0.558;0.0248;-25.376;0.0676;0.985;0.938;0.092;0.527;116.925;130280;10;1;21JTyu4i8n0UvgIvu6cIPW;9
0.179;0.00663;-29.465;0.0401;0.995;0.933;0.0791;0.179;171.307;111733;6;0;0uq80HRnDQUPNJF1TmO7zW;15
0.45;0.00274;-36.215;0.0619;0.996;0.967;0.0722;0.0666;131.064;233960;9;1;4gIawyAZJSUPth4Fr1pZgb;24
0.543;0.0449;-26.709;0.0374;0.932;0.9;0.0986;0.0745;146.132;189364;9;0;7AEf1Jc3htMKTWmFZOOGtR;52
0.319;0.0553;-27.051;0.0442;0.976;0.927;0.114;0.146;96.82;178787;10;1;5UhNUgVvEDNY7FBYo5f7QJ;66
0.133;0.00333;-34.322;0.0496;0.971;0.948;0.094;0.0384;80.073;89734;1;0;4zEsR3NWNS5MWo8AnhBQyJ;10
0.159;0.175;-19.99;0.047;0.819;0.933;0.107;0.114;181.043;158933;8;1;3l8h6urWQ8SxZINH323Zc7;15
0.349;0.0644;-19.308;0.0379;0.993;0.924;0.0996;0.0458;79.832;191853;0;0;0r4MwV7YMWcQQdWgWIn9c9;72
0.239;0.0996;-32.068;0.0381;0.966;0.927;0.0966;0.0757;79.967;199313;9;0;6ayMOjhmUYVt0PYzHaoR9V;10
0.111;0.115;-20.23;0.0367;0.925;0.918;0.0965;0.0385;165.988;282137;10;1;3jS0Wdw1uvAgFroBI6LUfd;15
0.488;0.25;-17.983;0.0296;0.986;0.953;0.0993;0.212;149.988;163100;6;1;4vDHlbNR2eRg5OvjeNVNOB;57
0.167;0.282;-15.214;0.0368;0.97;0.842;0.0892;0.0405;148.711;189479;11;0;2DmD0MjLwzE49cVqS7OKDY;51
0.312;0.0268;-26.537;0.0369;0.994;0.885;0.107;0.188;68.524;152000;7;0;6c7uYlmHJtZPnenPjqG7Ir;82
0.314;0.169;-14.883;0.0352;0.879;0.91;0.109;0.245;114.919;258964;2;0;487ApJtLQw8A8uernLDs5m;57
0.175;0.266;-16.38;0.0422;0.0761;0.791;0.0999;0.0975;119.857;141834;11;0;4ojDL8NmuJXTgY4Wb0Vmpa;3
0.165;0.0239;-26.612;0.045;0.995;0.922;0.0966;0.0953;66.737;418227;0;0;66zjSAHGUoGZQKXXnbtXNn;10
0.461;0.0104;-31.073;0.0655;0.995;0.908;0.0895;0.106;71.494;172107;6;1;1D5LT3ZUtwpXFpiv18M0R2;82
0.414;0.1;-18.42;0.031;0.972;0.902;0.109;0.106;95.075;160089;5;1;53sR7EKIy3Yc2a3xPXMz9h;66
0.354;0.0179;-24.846;0.0385;0.982;0.906;0.0831;0.0381;61.202;334053;1;1;1EGFCxKCQ3isMnlPzEW8G1;82
0.245;0.0562;-21.374;0.048;0.987;0.849;0.0793;0.153;93.484;180442;6;1;6mJU2BSVEm03xuNQeu0aIr;72
0.163;0.0366;-27.021;0.0451;0.98;0.912;0.0908;0.17;84.642;143267;7;1;5s8B58Hj2GlkAoo5V658bU;10
0.149;0.033;-29.451;0.0391;0.926;0.959;0.0963;0.0461;140.068;213983;0;0;43ezBdWY7goSUEk4CWdfT4;24
0.187;0.109;-21.143;0.048;0.938;0.867;0.124;0.0501;139.128;147093;6;0;1G2mAZQL8xfy9wRqC6fY6K;51
0.183;0.0157;-25.289;0.0374;0.993;0.962;0.0839;0.0373;73.068;149200;0;1;5J43zdQTc8ekUdknGU6c5M;10
0.374;0.0335;-27.015;0.0316;0.988;0.933;0.0976;0.289;99.48;131600;3;1;5YZvuWu0KkGQPiW9zSWRq3;66
0.193;0.17;-18.96;0.0342;0.964;0.919;0.0944;0.0901;76.874;249760;9;0;7925XkbGxCdaj8CRht1pJt;72
0.351;0.0241;-33.197;0.0538;0.995;0.925;0.131;0.179;81.805;258519;7;1;2zl2AqEdHVLhjzStuRulGY;23
0.421;0.189;-20.213;0.047;0.992;0.898;0.117;0.35;98.631;242947;4;0;4H96coW4X5QkFJBNfCz4Ov;9
0.304;0.0903;-17.408;0.0326;0.985;0.891;0.0622;0.165;180.293;278400;2;0;5nW41zamR8GqKYUxvxo12d;15
0.146;0.0661;-27.101;0.0476;0.989;0.928;0.103;0.0623;76.633;341038;9;0;1fb7jUF6fUYytD3h7eW11m;10
0.152;0.0274;-29.234;0.0478;0.979;0.895;0.107;0.0398;88.171;300232;6;1;3mk0kPavvau5tz8b174cdl;10
0.111;0.052;-26.236;0.0484;0.936;0.696;0.192;0.0319;92.731;412587;10;0;6qRavRlTV7wkTo8KtjcpLo;10
0.072;0.0538;-25.076;0.0462;0.974;0.822;0.101;0.0618;68.007;189000;11;0;1xKqK9hrIRN0rnHbRfmbv5;72
0.517;0.00146;-34.742;0.0549;0.994;0.973;0.0569;0.314;66.498;61280;9;1;0gTW6phfdPY0aLFJVyhyxC;23
0.331;0.0527;-37.785;0.0474;0.989;0.966;0.0636;0.113;84.042;110507;2;0;5zha2NbgQeJofyKDLmVHJ4;23
0.124;0.0924;-31.726;0.0412;0.996;0.848;0.0935;0.135;205.999;110880;11;1;54Hw7R909mkcRNpqW2VnaD;15
0.426;0.0616;-32.623;0.0417;0.996;0.907;0.0945;0.516;134.44;182373;9;0;6LKYTKdEEgikRjVjKXj3d9;24
0.285;0.00453;-29.871;0.0459;0.995;0.845;0.109;0.0587;70.075;230181;6;1;7msmTNDbP3QWWuevPxcm48;10
0.726;0.905;-9.817;0.0605;0.00621;0.889;0.178;0.961;127.014;341613;1;0;66RnOl3rELFhZ5wcjwcQFV;63
0.802;0.637;-13.008;0.0624;0.000231;0.831;0.587;0.336;125.284;294533;11;0;5NKHUvpRs7zr0yOQjx8Exr;32
0.786;0.926;-13.39;0.0855;0.0161;0.494;0.106;0.532;125.33;386327;1;1;5AKLbF5jZkBJR1yeBchuAa;50
0.749;0.665;-13.58;0.0377;1.07e-05;0.651;0.0859;0.529;124.988;371467;6;0;3JCR2LB1wx75opaI5qRTZu;50
0.644;0.935;-9.836;0.0574;0.0865;0.399;0.154;0.655;123.066;408857;2;1;4Su7j2mlruQWDwy8pHyG52;63
0.793;0.978;-9.229;0.0648;0.0295;0.0331;0.0764;0.718;124.922;432800;11;0;2tI0P1fgY3WQFogkwKei3e;26
0.645;0.877;-10.616;0.0456;0.00657;0.858;0.127;0.473;124.697;270747;7;1;2T6rMXWYc934IWMudx1H1X;50
0.667;0.985;-5.037;0.0384;0.883;0.943;0.131;0.281;121.986;306027;8;0;03Z9FKjsOaDy6DpgLhBB2E;53
0.763;0.81;-8.943;0.0545;0.264;0.000563;0.0823;0.496;128.24;518946;5;0;3829oHimRwuUHePcD2Jj7S;2
0.738;0.808;-9.772;0.0522;0.0492;0.734;0.036;0.832;120.248;461560;10;0;5dbJwqmEzubeVZqikU8YgB;63
0.773;0.644;-11.502;0.0419;0.0193;0.0314;0.211;0.476;123.321;502407;3;1;3xvQ7jFN3XoTPeH3GCGj6Q;2
0.782;0.795;-16.376;0.0755;0.000345;0.817;0.307;0.878;127.604;302733;11;1;2goNJ3LOJ5XjLF41HIWDy7;27
0.806;0.995;-6.32;0.0504;0.0776;0.885;0.0923;0.79;120.261;500808;7;1;3N5usV7I51Fj9WMiWQbBYJ;63
0.667;0.822;-10.12;0.0546;0.00031;0.891;0.0726;0.292;124.945;345600;1;0;0udop43izTZYhnCkR265Ib;50
0.868;0.684;-9.991;0.0742;0.0239;0.00271;0.216;0.181;124.01;203710;8;0;0ieIy1W942FYBHHk0QWsLQ;14
0.825;0.83;-3.22;0.14;0.606;0.917;0.117;0.602;122.513;422585;0;1;6W1Ry04jb4ZVooSXIKGvly;84
0.511;0.673;-9.286;0.146;0.255;0.771;0.125;0.454;121.792;454500;11;1;4y05fec0H4RQ2yfyMn4Ux3;50
0.795;0.806;-13.986;0.0613;8.03e-05;0.678;0.0587;0.931;124.513;258933;8;0;1Ro7L7RPp5P8heOfW4EQKA;63
0.682;0.958;-7.266;0.0397;0.00302;0.247;0.673;0.814;140.07;346286;2;1;343ySUa7BIhKTLOFgVzzYc;78
0.679;0.749;-7.429;0.0472;0.000892;0.000711;0.104;0.886;124.281;342217;6;1;5ujaK9hLZsIwMRBYbG2y7V;26
0.278;0.981;-5.24;0.132;0.00133;0.819;0.562;0.606;126.377;352627;8;1;4Guo48vUED7lUAFpf6py1H;32
0.73;0.798;-8.554;0.0408;0.0643;0.0611;0.178;0.709;123.005;259480;9;0;4oplsE0Efqx5lWT3n9EGLb;2
0.57;0.822;-13.982;0.0418;0.00728;0.907;0.0786;0.656;124.594;325230;2;0;4MCpoV8h67xJlaz1japyZc;63
0.786;0.649;-7.042;0.0728;0.00804;0.603;0.115;0.898;120.45;365981;0;1;4ajMa5QluNUURdt0a8XcJv;63
