danceability;energy;loudness;speechiness;acousticness;instrumentalness;liveness;valence;tempo;duration_ms;key;mode;id;cluster
0.226;0.136;-19.203;0.0327;0.862;8.07e-06;0.302;0.263;79.37;173267;5;0;1oDCK7PW72XEZ1pE5rh87A;21
0.665;0.168;-13.042;0.0377;0.942;0.0;0.195;0.447;90.26;172427;10;1;2gO8JWuzl0U9PtwcVnIsEa;12
0.399;0.326;-9.239;0.0386;0.864;0.0;0.191;0.546;79.206;174000;7;0;6Rqn2GFlmvmV4w9Ala0I1e;20
0.469;0.162;-12.677;0.0332;0.936;0.496;0.0981;0.238;91.839;213960;1;1;15MO6wBxwP10ZHy7DCVk4V;1
0.411;0.0604;-15.627;0.0321;0.974;0.00395;0.114;0.237;98.463;179867;8;1;17XdGYRzYd0bbVTlghPF1Y;21
0.717;0.334;-10.78;0.143;0.908;0.0657;0.644;0.689;117.657;185267;5;0;0oc9nj1coTLePE4AuTEVyc;18
0.421;0.285;-9.43;0.0293;0.829;1.55e-06;0.233;0.402;85.861;196133;2;0;0zGLlXbHlrAyBN1x6sY0rb;20
0.815;0.372;-12.814;0.0752;0.166;0.000116;0.0767;0.293;101.684;217347;7;1;6Qb7gtV6Q4MnUjSbkFcopl;14
0.577;0.306;-11.559;0.0427;0.383;0.0;0.18;0.568;125.166;177400;9;1;2WaYW84yWij5NSCpgSeU2R;12
0.521;0.516;-7.456;0.0369;0.723;0.0;0.257;0.569;136.483;172480;2;0;3KzgdYUlqV6TOG7JCmx2Wg;42
0.502;0.239;-12.21;0.0513;0.626;0.193;0.0739;0.401;82.801;198107;7;0;2ALXKyI9lB1HoIwJh7I2v0;20
0.355;0.0304;-20.479;0.0361;0.989;0.0555;0.116;0.188;90.495;211533;1;1;4smkJW6uzoHxGReZqqwHS5;21
0.794;0.0715;-21.305;0.131;0.388;0.0;0.111;0.333;68.331;202507;7;1;6eCsRg7OBi1zT2CEKKyoXN;12
0.595;0.276;-10.726;0.0262;0.309;0.0;0.0829;0.602;106.37;158733;3;0;1dPUQhlNGEaDm9Qi1vcL7I;28
0.746;0.243;-15.134;0.123;0.829;1.02e-06;0.0905;0.425;118.578;215747;4;0;6VTbbVjKOC2qWagIDbkJrC;12
0.154;0.215;-15.413;0.0346;0.676;0.00146;0.112;0.115;166.209;190773;1;1;6s6h2XK7Nl8lEcTzr7ezeB;36
0.419;0.0758;-17.264;0.0398;0.952;1.34e-05;0.0939;0.231;129.806;253800;6;1;3Hi4KlRtdgJbyIUpeFBckY;36
0.259;0.473;-8.275;0.0295;0.592;0.0;0.201;0.539;90.348;157867;5;1;74VR3AkGPhbYXnxcOYa16x;20
0.548;0.363;-6.306;0.0337;0.873;0.0;0.0952;0.388;101.285;190773;8;1;3O3Zzre0FPv6GNTeInm6Md;12
0.377;0.633;-8.381;0.14;0.757;0.0;0.953;0.397;111.643;259200;2;1;5jvDP0MeJuzecq7g98Hhjf;62
0.392;0.132;-13.486;0.0322;0.901;0.0;0.846;0.192;91.002;178667;11;0;3qXpbtghezZZJJu77upfkv;31
0.433;0.0748;-19.351;0.049;0.92;0.00104;0.105;0.193;73.093;186667;0;1;4xUqqie4bBKufHtlMuZS3k;21
0.539;0.24;-16.632;0.0426;0.687;5.12e-05;0.133;0.567;80.816;167373;3;0;3SQ9Hb9rfpJ02AWfaOPhpy;12
0.476;0.381;-10.238;0.0342;0.727;0.0;0.0614;0.33;121.948;286920;5;0;3gsCAGsWr6pUm1Vy7CPPob;12
0.741;0.304;-16.695;0.0916;0.342;0.00682;0.0967;0.485;107.209;249267;7;1;33gs26YqT64xS8BArIVgED;12
0.613;0.487;-8.781;0.0935;0.412;1.02e-05;0.286;0.699;143.332;165800;7;1;5haXbSJqjjM0TCJ5XkfEaC;42
0.431;0.379;-9.59;0.0262;0.708;1.74e-05;0.181;0.665;86.172;168867;5;0;2W5UG7uGle3SlZiyzEGxls;28
0.817;0.437;-14.623;0.113;0.901;0.1;0.144;0.787;107.094;157093;6;1;7t3qBNw37k2P2OmgK0MilM;33
0.215;0.142;-15.395;0.0325;0.862;0.0;0.113;0.126;79.608;267240;7;0;2ID3rNM3hFBjqrLcV0Wr0y;21
0.388;0.501;-11.296;0.0731;0.778;0.0;0.305;0.532;158.348;166200;11;0;7M9pPyt8Gr41THLhbz4NSB;42
0.563;0.542;-10.862;0.0962;0.706;3.59e-05;0.355;0.785;133.285;181000;9;1;5Oc0vLGWdEWeCqIU8zyELt;18
0.344;0.147;-10.3;0.0369;0.922;0.00019;0.0482;0.263;177.192;182573;8;1;1c7ELD4W6VyoKTglc4zzUH;36
0.376;0.246;-9.803;0.0286;0.862;0.0;0.155;0.282;80.167;168093;10;1;4QelFzhVgLomeQhvKrwM1S;20
0.599;0.0424;-12.099;0.0572;0.996;0.00176;0.185;0.186;90.001;176133;4;1;3ru8IZrBxuFFHOFKEvvpFP;20
0.565;0.526;-11.352;0.0365;0.0339;0.000119;0.11;0.637;167.936;204333;0;1;2wnjZXcAT3rCjjqxLeHjv7;55
0.736;0.0995;-13.084;0.0698;0.885;0.0;0.229;0.373;88.056;182240;0;1;55qmtyvnYHkLsnEZGzrj8C;12
0.366;0.391;-12.322;0.0425;0.854;0.0;0.352;0.461;119.182;164547;3;1;5I9sHwLDX28tLtzVgKLtpr;18
0.288;0.316;-8.06;0.0286;0.861;0.0;0.188;0.201;130.939;215120;0;1;4DEAiNBvq5yBy7NzpVc02h;36
0.719;0.257;-14.446;0.0435;0.88;2.61e-06;0.257;0.75;103.829;159907;0;0;7bflxIMDz5mFxhQyYx1CEh;12
0.56;0.434;-14.151;0.0729;0.55;0.0;0.346;0.664;112.803;187040;4;0;4FmCUATNIarCQh72JYdvnm;18
0.525;0.403;-11.987;0.0945;0.597;0.0;0.0565;0.718;125.187;283200;8;1;6lYeYgSkWh6TZDQy6YZuvG;33
0.746;0.404;-15.09;0.0995;0.662;0.000238;0.281;0.795;96.317;279453;7;0;2EeVPGHq2I7fjeDfT6LEYX;33
0.454;0.26;-13.213;0.0405;0.529;0.000779;0.0646;0.57;174.21;324160;10;0;5UbLKRX1qVROlwDFOooEvG;42
0.601;0.239;-12.175;0.0384;0.727;1.43e-06;0.0748;0.569;120.036;162960;2;0;4nbILrYODP667b3d66ZMzI;12
0.416;0.341;-10.749;0.0391;0.864;0.0;0.724;0.776;177.229;123360;9;1;6yhLR2sVn1IfsScVrR4ocr;18
0.568;0.167;-16.933;0.0481;0.55;2.82e-05;0.0784;0.424;126.68;177600;0;0;3hMWQlDisb60rehLgGwWvC;12
0.674;0.498;-10.07;0.13;0.512;2.05e-06;0.404;0.747;81.075;162107;0;1;62eAoNfrrS84177LOzJMQx;18
0.714;0.226;-13.247;0.197;0.543;0.0255;0.593;0.545;96.247;240040;7;0;4M5Mnz9ORqaMMUAgKtv3bI;18
0.64;0.23;-10.651;0.0624;0.965;5.36e-05;0.101;0.663;88.868;182400;8;1;3d3aPk50dBMA2YbA7lC92r;12
0.442;0.033;-23.063;0.041;0.922;0.000171;0.151;0.21;103.34;179640;10;1;4gFlHAye7To29Fs4UszQUH;21
0.761;0.103;-16.964;0.0416;0.944;0.0;0.127;0.53;114.044;160133;10;1;373yGkNo74RZgmQgTiR8xK;12
0.228;0.263;-10.12;0.0275;0.896;0.317;0.103;0.224;83.903;204240;3;1;3HRMOZk689zaR3z6NpEdfu;20
0.531;0.125;-15.463;0.0552;0.812;0.0;0.103;0.222;76.056;164533;7;1;4kuoSXnEyTKWypYkvjjnwd;20
0.387;0.117;-17.803;0.0299;0.925;0.000171;0.109;0.166;93.575;151867;0;1;66iKqUazBbTlAEjcZrpDkD;21
0.526;0.608;-6.855;0.0468;0.703;0.0;0.438;0.723;131.851;151253;5;1;4GqMYg91LJXiLjvQBFc3s0;18
0.406;0.441;-11.318;0.0299;0.718;1.71e-06;0.196;0.42;109.099;184187;2;1;03OArDwBMEgtTDcty84Rcp;20
0.612;0.144;-12.204;0.0352;0.88;0.0;0.203;0.343;128.629;181627;6;0;5OkKOkdVTKFrYi6GWXkMzR;12
0.262;0.356;-8.031;0.0303;0.613;0.0;0.175;0.426;174.176;187667;0;0;2IdwQxhJn9ZE4zIotcCefR;42
0.477;0.433;-6.473;0.0247;0.689;0.000195;0.151;0.611;82.52;156653;11;0;1kPBT8S2wJFNAyBMnGVZgL;28
0.572;0.435;-6.05;0.0385;0.676;2.57e-06;0.116;0.67;117.748;226240;2;1;1t0JhTroLNWUvuK7msc2fk;33
0.532;0.0657;-19.136;0.0406;0.94;0.00488;0.0946;0.292;128.607;201440;0;0;0F845nujLVqCb0XMZCh5Pc;36
0.438;0.00756;-26.44;0.0382;0.941;0.00643;0.109;0.277;133.32;141133;0;0;4l9hml2UCnxoNI3yCdL1BW;36
0.499;0.0341;-22.31;0.0417;0.923;5.27e-05;0.131;0.31;81.735;215467;8;1;06UkYE0SZ3Y8zGRFOuWGAe;21
0.293;0.0748;-15.753;0.0377;0.968;0.9;0.0971;0.139;68.479;247893;0;1;6XW2ye6BhEVoPhvmfjhPR2;54
0.34;0.359;-20.131;0.0504;0.789;0.367;0.0943;0.599;187.139;422667;5;0;3eMfftdPSD4PI1cux5w97b;42
0.643;0.175;-16.813;0.0391;0.633;4.24e-05;0.143;0.642;78.031;183893;5;0;2d64G7VaZdHQuAquz5HQNu;12
0.642;0.523;-8.579;0.11;0.772;3.26e-06;0.527;0.654;101.635;185627;3;1;3QnHWkNMY2mpy494Bis0ly;18
0.482;0.569;-5.897;0.0328;0.617;0.0;0.155;0.609;70.843;165280;0;1;4yjz1aazw6R8ZURpGbCAkp;28
0.769;0.367;-11.226;0.0312;0.684;1.62e-05;0.081;0.535;103.621;163756;2;1;3zBhihYUHBmGd2bcQIobrF;12
0.419;0.331;-10.497;0.0293;0.932;0.0;0.102;0.322;80.647;160093;3;1;0S8ibKBl3tjRmYbZhGHNhG;20
0.483;0.145;-14.423;0.039;0.849;3.5e-06;0.214;0.284;72.863;185280;1;1;4mQz22nF9cyWqwuErTqc6V;20
0.281;0.212;-15.513;0.031;0.86;7.73e-05;0.119;0.195;95.555;162893;6;1;24AIahNHzBxm9S12peXbnG;21
0.467;0.0377;-19.528;0.0444;0.975;0.00659;0.111;0.126;123.951;170600;4;0;34muFtukCHoVpMmTzY4kio;36
0.404;0.0722;-17.763;0.0421;0.905;0.372;0.122;0.225;70.094;240040;5;1;1EzGtQRzHlP3xNvzNalgvZ;21
0.395;0.421;-10.866;0.0304;0.609;0.0;0.115;0.175;147.604;225053;0;1;3w2OFi0BJ2LmglTPL88O2Y;36
0.691;0.507;-10.23;0.0343;0.627;0.0;0.457;0.885;128.518;125440;11;1;2g2GkH3vZHk4lWzBjgQ6nY;18
0.534;0.462;-8.172;0.0266;0.839;0.0;0.129;0.534;96.195;143333;4;1;7dblNGnRXEBrVJunazs2U5;12
0.469;0.554;-9.468;0.0273;0.31;0.0;0.07;0.394;95.711;224293;6;1;6eqbY8CBnUKx7syoooRZvf;28
0.598;0.735;-10.882;0.0973;0.44;0.000215;0.681;0.615;111.129;321133;2;1;58PSYdY0GFg0LFb2PxYk4T;78
0.628;0.42;-10.547;0.177;0.395;2.55e-06;0.104;0.337;165.304;166133;9;1;2HEgBBls7l0smWTxPx0MtZ;6
0.538;0.536;-10.36;0.036;0.473;0.0;0.18;0.54;119.31;221373;3;1;7oHymG8r14Iv9zn5hFTNax;28
0.379;0.468;-11.12;0.0293;0.308;9.79e-05;0.241;0.402;87.122;201547;2;1;4JLftssaZA9VKwV5bLyaxQ;28
0.253;0.55;-7.743;0.0305;0.155;2.05e-05;0.0786;0.643;100.011;183613;2;1;6zm0XoxnzzdFeXeYGE8gFh;28
0.218;0.411;-11.752;0.0317;0.763;5.66e-06;0.312;0.298;167.36;205880;2;1;5c8LI0ylftXRXj6G07Nwoa;36
0.397;0.567;-8.955;0.035;0.337;0.0;0.663;0.36;105.817;189707;10;1;4rHhksjQptfY1qtAxuCj16;62
0.46;0.379;-12.862;0.0402;0.811;0.866;0.552;0.61;79.53;193573;3;1;5FWn20xrAQ1IdbA8Dml6pj;31
0.264;0.479;-9.685;0.0328;0.805;0.000299;0.0791;0.31;89.562;153893;2;1;3Q3SDjueE8EBZn4NyXGtBo;20
0.286;0.405;-11.002;0.029;0.698;0.0;0.111;0.448;77.94;189360;1;1;1oP7qLfpZzNU5Lr2xeo6te;20
0.534;0.803;-9.129;0.0743;0.741;6.07e-05;0.307;0.969;167.983;161560;10;1;2QfiRTz5Yc8DdShCxG1tB2;42
0.525;0.852;-9.519;0.222;0.731;5.11e-05;0.218;0.884;157.404;161907;7;1;6FT83pFXKhDlXDsNJFAHWz;19
0.539;0.296;-11.74;0.0253;0.918;0.0056;0.127;0.545;85.622;233533;0;1;23Uv9xqLumDqEBNIdHhCcO;12
0.417;0.123;-16.572;0.0377;0.993;0.0125;0.143;0.18;137.444;181973;6;0;2jPgfwVXOKnUl2QLQsnIAT;36
0.417;0.384;-12.048;0.0446;0.814;0.0;0.412;0.356;107.3;177533;5;1;7M18i7KC9A1mTrQVPY9hKy;18
0.377;0.197;-15.368;0.0515;0.736;0.00406;0.0943;0.243;68.739;246160;1;1;5Z0HDixFz1mtvPOXLtCKU9;20
0.406;0.226;-11.188;0.0293;0.557;0.0116;0.347;0.247;80.489;148373;2;1;7nX7JMnSP9XmLjgv6pzcyr;20
0.57;0.241;-12.138;0.0473;0.948;0.0224;0.111;0.543;115.352;181893;4;1;13U0E6CXh2dnEi6eDzNyK0;12
0.293;0.375;-12.44;0.0328;0.826;1.83e-05;0.161;0.29;123.079;220000;1;0;36EKCiUoj6onFAU6dQ6A1c;36
0.504;0.4;-13.031;0.0279;0.361;0.000158;0.211;0.475;89.422;195560;9;1;0OAnoLrIVxpdne3mkVLrwr;28
0.389;0.396;-7.999;0.0332;0.887;0.0;0.0828;0.585;171.86;192053;7;1;52vA3CYKZqZVdQnzRrdZt6;42
0.389;0.277;-13.15;0.0279;0.495;0.0;0.138;0.402;141.75;195867;9;1;4C2jxg2GZsvttTiHpWP5ZL;36
0.408;0.692;-9.478;0.0685;0.235;0.0255;0.197;0.684;82.499;209640;11;1;0I4yYE831a8SW8QIx6bz4x;28
0.527;0.415;-11.451;0.122;0.457;1.72e-05;0.117;0.515;78.169;125093;4;0;1k1Bqnv2R0uJXQN4u6LKYt;28
0.335;0.508;-11.763;0.0473;0.698;0.000382;0.0788;0.767;86.298;159107;5;1;5hbNSo9Ckl7ku8664sn0Jj;28
0.674;0.658;-9.647;0.104;0.404;1.34e-06;0.0981;0.677;143.292;329387;5;0;1MBgaJoraHR7RHgAV58QU4;33
0.741;0.572;-9.415;0.0456;0.957;0.707;0.107;0.96;112.832;158013;9;1;7D0Vzk7rZ6ncTFZj3AqT84;84
0.463;0.277;-11.598;0.0265;0.92;7.95e-06;0.175;0.268;74.048;191093;5;1;0hUrQ65aXYHm2zEAlBVI6F;20
0.595;0.462;-8.414;0.0259;0.102;0.0;0.0641;0.526;124.991;210525;2;0;0DQqzCHlPyKQXfF8uL01SI;2
0.606;0.457;-14.035;0.0497;0.713;2.53e-05;0.0747;0.813;92.033;244027;6;0;0iOZM63lendWRTTeKhZBSC;33
0.496;0.0688;-14.927;0.0545;0.964;0.00229;0.112;0.161;119.898;178573;4;0;7f6AAixCrVar1ZY7RPHDfM;36
0.496;0.368;-15.194;0.0338;0.46;7.54e-05;0.311;0.628;128.331;152227;4;1;3c8JemHol1XwFFruXQxjCO;18
0.256;0.333;-8.732;0.0323;0.882;0.000317;0.136;0.141;80.753;179027;4;0;2T0VhmgStXM5N3t92MqcZP;20
0.466;0.182;-19.537;0.0457;0.879;0.0556;0.341;0.216;128.811;199640;9;1;1GwdWdvSumgsgKorY9qA2g;36
0.507;0.57;-8.1;0.0331;0.357;0.0136;0.336;0.269;85.935;270280;9;1;7sKHpszyRFBIAT378e6Tkr;56
0.445;0.146;-16.064;0.0333;0.962;1.05e-05;0.249;0.332;86.637;181067;5;1;777zXDJpBufzttU4AJ2dGO;20
0.31;0.279;-13.552;0.0308;0.815;0.0;0.318;0.377;79.397;256120;5;1;79nJj5dMyTsUzKvN5jUXsJ;20
0.541;0.321;-14.418;0.0329;0.714;0.00345;0.101;0.549;133.531;200360;5;1;5N6pQ2vYtd3Rb9w7LC8PZ9;12
0.524;0.258;-14.827;0.0287;0.829;0.00164;0.328;0.349;111.937;169067;4;1;4tj7IsJrn4MvesuhoY0JBy;20
0.626;0.04;-19.994;0.0405;0.928;0.00178;0.11;0.418;117.136;138600;4;1;2uRVPeQbsEpRQD0DKr1WTo;12
0.276;0.235;-14.352;0.0315;0.94;1.01e-05;0.132;0.472;170.55;149133;0;1;6vmAgl2y9MpoZKrVUXrPe5;36
0.404;0.193;-12.501;0.0305;0.794;0.000296;0.103;0.273;77.026;134040;11;1;0SsYlkXxZ5vkWOTsKxMfMz;20
0.506;0.948;-5.626;0.105;0.727;0.0;0.0904;0.934;130.195;160400;10;1;2uXkW8uJcOIhlbUatEPLPs;26
0.746;0.56;-14.789;0.0565;0.494;0.0;0.316;0.854;124.68;184960;5;1;2dp14VWbIxOVNmaWKkVB1r;33
0.508;0.503;-14.461;0.03;0.39;0.00193;0.084;0.904;176.344;227346;4;1;7f6335NYzOYXaEGQsQQX69;42
0.675;0.311;-11.959;0.0525;0.93;0.000261;0.102;0.638;97.159;149560;9;1;1TrGdXSgiBm8W68D2K1COG;12
0.821;0.376;-13.622;0.0487;0.669;1.39e-05;0.106;0.824;119.039;170000;0;1;7j02rdE5RVtNcNMuLGY5SS;33
0.321;0.625;-5.219;0.0302;0.491;5.08e-05;0.345;0.777;107.338;212600;2;0;1yKah8BCP3Vgq2tPBOLKL0;18
0.507;0.66;-4.957;0.0306;0.0115;0.336;0.322;0.696;100.783;175040;2;1;7tRSn74Vk4VJyROCOGuqr2;5
0.256;0.423;-11.994;0.035;0.000788;0.402;0.25;0.441;173.27;320907;6;1;5MtN38MGEWJt60LwtBmFNP;6
0.661;0.342;-16.361;0.043;0.844;0.000128;0.26;0.588;146.118;188400;9;0;2HUZVffVPXvqnrml0gXggp;42
0.783;0.42;-11.05;0.103;0.0722;0.0316;0.0692;0.716;131.75;130320;11;0;3AXDLGI5TIYi72JcYFvNpv;58
0.58;0.47;-8.787;0.168;0.933;0.743;0.098;0.738;202.376;196627;9;0;0NDjQezJaEC1KX9TfwEfzf;42
0.475;0.383;-14.202;0.0375;0.362;0.749;0.0728;0.524;114.709;408480;1;1;5XNpdKmlLJPUbwKQceX2tW;53
0.401;0.381;-7.458;0.0274;0.7;0.0;0.122;0.229;75.454;276800;2;1;3spdoTYpuCpmq19tuD0bOe;20
0.294;0.168;-9.714;0.032;0.94;0.848;0.354;0.0386;73.086;162187;0;0;1rSirOSgJ7I6OyoOIpQ5N4;64
0.171;0.0632;-20.776;0.0327;0.945;2.71e-05;0.121;0.168;81.406;199133;0;1;2KNMqqNd3sLfeN4ukKduRT;21
0.639;0.269;-11.435;0.0698;0.982;0.12;0.141;0.539;124.866;207827;8;1;1pZn8AX1WulW8IO338hE5D;12
0.373;0.301;-11.843;0.0314;0.769;0.0;0.0816;0.436;65.488;158680;9;1;6e6Kxot9nHyZ4I8GgmGKII;20
0.191;0.232;-15.484;0.0318;0.921;0.0;0.138;0.208;170.965;201867;11;0;2JzTfNN8k3O6l42DZMj80Q;36
0.547;0.335;-9.2;0.0307;0.747;0.0;0.101;0.474;115.838;154733;4;0;2DpJ9T2RVRanZcYFHKOAfA;12
0.604;0.709;-6.377;0.158;0.0987;0.0;0.0551;0.907;167.832;137360;8;1;1INWPr855fwWdAOeecbu0W;55
0.526;0.775;-6.05;0.0352;0.707;2.05e-05;0.217;0.962;80.106;167373;0;1;3G7tRC24Uh09Hmp1KZ7LQ2;28
0.453;0.155;-16.278;0.0636;0.99;0.338;0.072;0.341;73.875;285440;0;1;3u0t3lRjIdgTqKya7q8pYU;20
0.328;0.221;-9.7;0.0299;0.94;0.00135;0.301;0.369;77.147;203773;0;1;5Xd9NVSspCkmCxa9gSAWu8;20
0.614;0.554;-8.806;0.102;0.153;0.337;0.181;0.617;146.408;221400;7;1;6KVMduGm8RTKh1SKlSiABn;2
0.293;0.932;-6.839;0.051;0.0136;0.906;0.289;0.657;173.262;135973;4;1;3OnCnEWgy79xR5pr2kv4TX;75
0.678;0.409;-9.654;0.208;0.809;0.0;0.103;0.695;152.865;139680;1;0;5G4JTc4HlIsg7CyiDwoPV2;42
0.77;0.775;-9.571;0.0495;0.0227;0.00262;0.297;0.802;116.935;296107;9;0;7rIovIsXE6kMn629b7kDig;40
0.594;0.744;-10.096;0.0304;0.648;0.00305;0.261;0.778;102.344;219640;6;0;3NxSIxMnq9tDmQtoyHQqte;33
0.409;0.384;-11.232;0.0409;0.822;1.44e-06;0.066;0.58;114.436;162867;0;1;7j2ydwGarDNTAXf9qYx0VM;12
0.593;0.17;-15.263;0.0428;0.962;0.394;0.128;0.14;78.78;200432;4;1;6XwC2XhaycCO3WmmxMt8tG;1
0.432;0.518;-13.403;0.0375;0.0965;0.788;0.136;0.339;142.735;252173;7;1;2u3HmBPHrk3ooSdVikignW;48
0.518;0.217;-12.728;0.0352;0.149;9.27e-06;0.36;0.276;138.48;302773;2;0;5zdVcGENQQ5pXTXxFp9oCZ;6
0.423;0.409;-9.131;0.0561;0.311;0.00156;0.39;0.365;160.186;330000;6;0;5iNEYMqtohpjQMWVRYkkNt;6
0.499;0.49;-11.609;0.0377;0.497;0.855;0.101;0.217;140.169;288827;11;0;6w3bIc0BxTPGNHqyH4KNiY;53
0.572;0.214;-15.625;0.0293;0.649;0.129;0.125;0.485;95.542;225027;7;1;6zC0mpGYwbNTpk9SKwh08f;12
0.646;0.395;-12.828;0.254;0.269;0.00666;0.0741;0.848;155.839;160560;1;0;6gJnxMZphJt3sk2JJXTkoJ;19
0.341;0.252;-14.869;0.0288;0.725;0.0594;0.287;0.399;81.058;152600;3;1;4xpjtAqc46tg04BzHTZnz2;20
0.326;0.188;-17.393;0.0363;0.795;0.676;0.112;0.184;82.688;340787;4;0;1as81KphEOxPNBthbuzlcx;54
0.341;0.0223;-23.744;0.0342;0.989;0.000306;0.107;0.148;83.522;165000;3;1;4gzEXvOyOldVrimfppjTAY;21
0.326;0.142;-13.663;0.0515;0.879;3.27e-06;0.186;0.169;179.536;199533;7;0;3hoxqEsJ3Dhg91wS3sKT8b;36
0.411;0.0604;-15.627;0.0321;0.974;0.00395;0.114;0.237;98.463;179867;8;1;17XdGYRzYd0bbVTlghPF1Y;21
0.191;0.0461;-21.192;0.0415;0.907;0.000299;0.151;0.226;84.687;165240;8;1;568SEFtDjKr7N2PytpA6D5;21
0.407;0.0293;-18.177;0.0378;0.975;1.68e-05;0.0997;0.206;135.039;185187;2;0;3Pi8eMeDLEUMH729CyQMP9;36
0.41;0.0418;-24.754;0.035;0.977;0.0137;0.117;0.247;67.882;184467;1;1;5QnCtH7euld6R68UwcWrte;21
0.511;0.0709;-17.138;0.0519;0.883;0.0;0.104;0.334;116.435;214827;5;1;7vmC7JVs2lGtdaE3vg8aPp;12
0.484;0.0631;-16.494;0.0353;0.972;0.000292;0.143;0.243;136.482;126293;7;1;7n8HjcaEQzwwpyxHdjWjQq;36
0.441;0.0613;-17.268;0.0436;0.951;0.00405;0.0789;0.0777;117.357;173467;5;1;2IcRKEB63dQD9YnWso8Ogu;36
0.186;0.149;-15.884;0.0336;0.889;0.000246;0.171;0.0909;88.959;291427;2;0;7I5pU6JAksvrQcE059vs1R;21
0.455;0.106;-14.086;0.0422;0.986;0.0;0.122;0.258;66.807;196440;2;1;5DIVWgTeJ2fPIxaY9e7ZKn;20
0.276;0.129;-17.252;0.0364;0.984;0.00021;0.298;0.232;60.29;182973;4;1;4s6DpXuVpOg5sxhELsISAf;21
0.217;0.182;-15.407;0.0335;0.93;0.627;0.165;0.0871;66.075;164653;5;1;4VZvUEWjvJN0Iv1qbwQlJd;54
0.234;0.0976;-15.809;0.0369;0.845;2.3e-05;0.123;0.0585;110.127;197133;2;0;1B2TpaqiSZq4tUb6Yw2Nbs;21
0.413;0.313;-13.138;0.0519;0.791;1.5e-06;0.0727;0.349;92.515;194427;7;1;27hhIs2fp6w06N5zx4Eaa5;20
0.257;0.338;-12.902;0.0357;0.736;0.0;0.252;0.544;207.356;162493;4;1;4feXcsElKIVsGwkbnTHAfV;42
0.504;0.0644;-14.754;0.0408;0.972;4.36e-06;0.174;0.403;106.994;181440;2;0;1LGqJ3nvxpVXDWpEzq4DJD;12
0.485;0.513;-5.91;0.0614;0.708;0.0;0.508;0.385;90.374;246062;5;0;2Lv9mFjcIFPn8zyWF89EAe;18
0.398;0.0756;-21.655;0.0362;0.819;0.246;0.587;0.116;60.606;684053;5;0;3h2n6OZIxdlySLDD5jxlle;31
0.471;0.632;-9.363;0.0326;0.212;0.0102;0.361;0.478;111.377;185493;7;0;6nPYrJMje6iXmI6Mp1EX3J;56
0.499;0.0341;-22.31;0.0417;0.923;5.27e-05;0.131;0.31;81.735;215467;8;1;06UkYE0SZ3Y8zGRFOuWGAe;21
0.367;0.0488;-23.242;0.0345;0.933;0.463;0.684;0.0778;107.552;475027;0;1;2Mb0UmjVuMQ1Pgcyko9dW3;31
0.478;0.0294;-25.319;0.0453;0.993;0.948;0.105;0.148;124.308;324200;0;1;1cpANF6zMBoFoxkoIjZHjv;66
0.608;0.138;-17.379;0.0409;0.979;0.908;0.0853;0.318;83.124;251907;3;1;3RlJx8xwZEyToSuGrygilr;1
0.566;0.0703;-21.919;0.0452;0.992;0.912;0.11;0.0785;122.274;291640;3;1;392OK8Qdmos0wNDrduiwy0;52
0.514;0.574;-4.006;0.0572;0.693;1.72e-05;0.67;0.617;177.097;200960;8;1;23cxbOdsrplUnV3Q4rbaFD;62
0.41;0.427;-9.695;0.0374;0.618;2.08e-06;0.067;0.557;95.193;197440;2;1;74cTLzttRYdy798wjmudYR;28
0.564;0.0822;-17.658;0.0453;0.962;0.583;0.11;0.483;127.422;169507;8;1;6LPqphk2rbt2i63bR2o247;74
0.388;0.903;-10.851;0.0624;0.123;0.0124;0.224;0.865;176.148;153333;0;1;5jw1zzcYFivmuJK52JrnMK;55
0.385;0.372;-11.512;0.0562;0.22;0.000431;0.747;0.308;115.362;598400;0;0;3mYqC7JgW2nzWC1ECA0K4b;62
0.481;0.733;-7.633;0.165;0.575;1.18e-05;0.108;0.874;122.909;140427;5;1;0D1pEisM3QkiacGXJe5dmd;33
0.556;0.61;-4.729;0.213;0.833;2.22e-06;0.258;0.665;199.373;171467;9;1;2xar08Fq5xra2KKZs5Bw9j;42
0.711;0.277;-12.248;0.296;0.773;0.0;0.0698;0.809;106.739;158547;10;0;55nQGir2T0yn4xLMLcH7yx;45
0.623;0.446;-12.569;0.0331;0.172;0.00101;0.114;0.806;116.612;247427;5;1;2KaiZgGRtgeETwv52tn5rK;33
0.339;0.208;-16.725;0.0308;0.396;0.000519;0.18;0.288;98.54;218013;0;1;2qhASBzpbFhPRtrnZ5lLnz;20
0.181;0.241;-11.626;0.0309;0.9;2.21e-06;0.0808;0.127;84.693;266973;10;1;1vLPTWPfJSIrqOhNUWNfNY;21
0.54;0.389;-7.212;0.0345;0.757;1.22e-05;0.0836;0.954;121.288;150600;4;1;4U2b99X9hSSDjPbHCpIeJj;33
0.483;0.332;-14.136;0.027;0.192;0.387;0.084;0.236;86.256;311773;2;1;2lDSlPzh2yCVVLiIeKp9fK;83
0.396;0.452;-8.809;0.0326;0.814;0.0;0.192;0.307;103.264;178733;7;1;1mFrjW8e8fuAOowlU3Q3Dr;20
0.488;0.464;-9.496;0.0284;0.742;0.0;0.57;0.709;109.853;208293;1;1;3EFb1qDgIqf9MegIryKtDj;18
